episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon,lr
0,6271.83,227448,176904,0.0,0.98,0.0009704441
1,6134.51,233181,180643,0.0,0.9604,0.0009407263
2,7013.49,236320,183536,0.0,0.9412,0.0009115538
3,6001.48,234611,185581,0.0,0.9224,0.0008830211
4,6656.52,233640,172680,0.0,0.9039,0.0008569226
5,6245.56,230266,177606,0.0,0.8858,0.0008312628
6,6018.8,227517,169923,0.0,0.8681,0.0008068555
7,6686.42,242981,185035,0.0,0.8508,0.0007815217
8,6659.04,234362,176166,0.0,0.8337,0.0007581198
9,6795.04,241029,185083,0.0,0.8171,0.0007345366
10,6340.02,232131,177469,0.0,0.8007,0.0007124704
11,5847.82,231078,175066,0.0,0.7847,0.0006912052
12,7060.17,239002,179846,0.0,0.769,0.0006697706
13,6442.89,248005,194363,0.0,0.7536,0.0006477038
14,7139.22,246638,182530,0.0,0.7386,0.0006273672
15,5925.98,236940,173444,0.0,0.7238,0.0006087639
16,5831.03,231382,173146,0.0,0.7093,0.0005906531
17,7293.97,231377,171263,0.0,0.6951,0.0005733105
18,6348.82,234902,177002,0.0,0.6812,0.0005561433
19,7296.18,234092,171460,0.0,0.6676,0.0005398679
20,6411.78,236983,175049,0.0,0.6543,0.0005237544
21,6250.74,237938,183342,0.0,0.6412,0.0005076140
22,7132.64,238565,175883,0.0,0.6283,0.0004925125
23,5841.74,245054,187602,0.0,0.6158,0.0004768578
24,6841.85,243908,178860,0.0,0.6035,0.0004622550
25,6476.19,244773,180267,0.0,0.5914,0.0004480098
26,6592.22,242804,176988,0.0,0.5796,0.0004344208
27,5892.47,226617,168023,0.0,0.568,0.0004219607
28,6647.02,233663,172257,0.0,0.5566,0.0004095302
29,6773.01,256902,173146,0.0,0.5455,0.0003979432
30,6451.2,246598,186442,0.0,0.5346,0.0003854485
31,5399.39,231781,184555,0.0,0.5239,0.0003738318
32,5349.93,227004,170276,0.0,0.5134,0.0003630733
33,6335.47,235077,178779,0.0,0.5031,0.0003522014
34,7095.36,232136,167336,0.0,0.4931,0.0003424075
35,6469.14,245403,180309,0.0,0.4832,0.0003318889
36,6699.61,240599,186761,0.0,0.4735,0.0003219508
37,6266.29,237950,172562,0.0,0.4641,0.0003128417
38,6550.66,240403,178989,0.0,0.4548,0.0003034739
