episode,total_reward,cache_hits,cache_misses,soft_hits
0,0.0,47150,48018,3921.4166666667406
1,0.0,48059,47109,3996.6666666667456
2,0.0,49532,45652,4118.666666666748
3,0.0,47384,47800,3941.41666666673
4,0.0,52109,43075,4331.916666666692
5,0.0,50553,44631,4204.75000000005
6,0.0,49907,45277,4149.666666666733
7,0.0,49117,46067,4084.833333333423
8,0.0,48801,46383,4057.250000000065
9,0.0,51888,43296,4313.500000000052
10,0.0,52712,42472,4383.166666666704
11,0.0,51998,43186,4323.916666666709
12,0.0,48402,46782,4024.500000000086
13,0.0,50308,44876,4183.583333333404
14,0.0,48981,46203,4072.250000000089
15,0.0,48091,47093,3998.0833333334112
16,0.0,51459,43725,4278.2500000000355
17,0.0,48801,46383,4059.0000000000796
18,0.0,50577,44591,4205.250000000059
19,0.0,51267,43917,4261.500000000066
20,0.0,49754,45414,4137.416666666741
21,0.0,51608,43576,4288.916666666721
22,0.0,51482,43702,4279.916666666716
23,0.0,49547,45637,4119.666666666743
24,0.0,49658,45526,4127.416666666743
25,0.0,53002,42182,4404.083333333369
26,0.0,49332,45852,4103.500000000066
27,0.0,49722,45462,4134.250000000067
28,0.0,49869,45315,4146.250000000068
29,0.0,48908,46276,4067.1666666667356
30,0.0,50120,45064,4166.666666666715
31,0.0,47570,47614,3955.166666666744
32,0.0,48073,47111,3996.8333333334185
33,0.0,46600,48584,3874.583333333397
34,0.0,49023,46161,4077.250000000072
35,0.0,49731,45453,4134.750000000061
36,0.0,49908,45276,4150.7500000000655
37,0.0,49646,45538,4128.166666666742
38,0.0,53609,41575,4454.666666666687
39,0.0,51427,43757,4274.083333333379
40,0.0,47662,47522,3963.833333333406
41,0.0,49979,45189,4155.916666666726
42,0.0,49476,45708,4114.500000000065
43,0.0,48307,46877,4017.333333333416
44,0.0,48701,46483,4052.166666666748
45,0.0,48388,46796,4023.333333333401
46,0.0,50813,44371,4226.916666666732
47,0.0,50951,44233,4235.916666666731
48,0.0,50101,45083,4165.583333333381
49,0.0,50897,44287,4233.16666666672
50,0.0,48392,46792,4023.166666666739
51,0.0,49973,45211,4154.666666666736
52,0.0,47511,47673,3950.7500000000678
53,0.0,48377,46807,4022.916666666742
54,0.0,49490,45694,4114.9166666667315
55,0.0,53530,41654,4450.833333333371
56,0.0,48135,47049,4002.250000000069
57,0.0,51313,43871,4267.08333333339
58,0.0,50040,45144,4160.750000000081
59,0.0,50389,44795,4190.583333333385
60,0.0,47769,47415,3972.000000000079
61,0.0,48570,46614,4039.000000000078
62,0.0,51809,43375,4308.916666666707
63,0.0,52246,42922,4342.833333333375
64,0.0,49104,46080,4083.2500000000687
65,0.0,49289,45895,4098.91666666676
66,0.0,47082,48102,3913.500000000059
67,0.0,52749,42435,4388.250000000031
68,0.0,49162,46022,4089.083333333403
69,0.0,47631,47553,3960.2500000000787
70,0.0,47530,47654,3952.583333333411
71,0.0,47907,47277,3982.750000000067
72,0.0,46140,49044,3838.2500000000764
73,0.0,47295,47889,3935.500000000087
74,0.0,49280,45904,4098.166666666751
75,0.0,48808,46376,4056.583333333398
76,0.0,48716,46468,4051.4166666667456
77,0.0,47383,47801,3941.3333333333994
78,0.0,52268,42916,4344.6666666667215
79,0.0,49144,46040,4086.833333333393
80,0.0,48924,46260,4068.7500000000846
81,0.0,44089,51095,3666.333333333396
82,0.0,47043,48141,3913.2500000000837
83,0.0,51886,43298,4313.083333333371
84,0.0,48253,46931,4012.3333333334017
85,0.0,48550,46634,4036.583333333425
86,0.0,48001,47183,3992.583333333405
87,0.0,44433,50751,3696.250000000066
88,0.0,48522,46662,4034.5000000000787
89,0.0,47674,47510,3966.3333333333967
90,0.0,53773,41411,4470.833333333353
91,0.0,53591,41593,4454.416666666708
92,0.0,50564,44620,4204.1666666667315
93,0.0,50136,45048,4167.750000000062
94,0.0,54051,41133,4494.250000000013
95,0.0,46539,48645,3871.0000000000737
96,0.0,53549,41635,4451.9166666666815
97,0.0,50491,44677,4195.583333333399
98,0.0,48108,47076,4001.2500000000855
99,0.0,52576,42592,4371.083333333376
