episode,total_reward,cache_hits,cache_misses,soft_hits
0,0.0,29313,66423,2412.1666666666633
1,0.0,41047,54585,3386.3541666667184
2,0.0,33935,61753,2789.5416666666843
3,0.0,27342,68414,2254.3749999999877
4,0.0,29799,65941,2449.1249999999955
5,0.0,29877,65875,2454.249999999993
6,0.0,40014,55634,3297.0625000000505
7,0.0,29732,66004,2441.5208333333326
8,0.0,36338,59258,2986.166666666698
9,0.0,29620,66124,2432.3958333333285
10,0.0,30917,64811,2542.270833333336
11,0.0,38059,57505,3134.520833333366
12,0.0,31163,64573,2555.7291666666683
13,0.0,35654,60030,2937.3333333333658
14,0.0,40575,55065,3337.6250000000464
15,0.0,42125,53495,3476.354166666731
16,0.0,29404,66288,2412.4583333333244
17,0.0,31865,63851,2632.1875000000136
18,0.0,34413,61283,2829.020833333352
19,0.0,31026,64690,2555.937500000002
20,0.0,34340,61352,2836.312500000022
21,0.0,36846,58762,3035.583333333372
22,0.0,36043,59633,2975.875000000042
23,0.0,37187,58485,3065.18750000004
24,0.0,40291,55353,3315.979166666721
25,0.0,33898,61802,2790.8125000000196
26,0.0,32853,62863,2704.8750000000164
27,0.0,26465,69299,2175.4166666666483
28,0.0,28127,67621,2303.8124999999854
29,0.0,31434,64290,2589.0625000000105
30,0.0,31140,64584,2557.604166666673
31,0.0,30495,65029,2507.770833333332
32,0.0,34175,61529,2811.5416666666833
33,0.0,36263,59401,2993.3750000000327
34,0.0,28810,66910,2365.66666666666
35,0.0,36101,59579,2970.5833333333576
36,0.0,32465,63247,2677.416666666676
37,0.0,30470,65258,2513.2708333333358
38,0.0,30569,65163,2514.3541666666665
39,0.0,28361,67395,2335.2916666666574
40,0.0,37558,58110,3089.708333333368
41,0.0,28540,67212,2352.6666666666592
42,0.0,34658,61034,2852.6041666666843
43,0.0,29411,66337,2411.8749999999955
44,0.0,34242,61450,2819.5000000000214
45,0.0,35227,60437,2907.4166666666924
46,0.0,30267,65421,2488.7499999999977
47,0.0,43290,52326,3578.270833333415
48,0.0,37028,58644,3046.250000000036
49,0.0,31890,63822,2632.729166666675
50,0.0,28165,67495,2311.166666666658
51,0.0,27114,68654,2227.3124999999877
52,0.0,30735,64997,2524.020833333338
53,0.0,33199,62505,2738.0000000000136
54,0.0,32001,63711,2644.2500000000164
55,0.0,31094,64610,2551.5416666666683
56,0.0,32525,63187,2676.770833333345
57,0.0,29444,66300,2420.7916666666574
58,0.0,32614,62994,2688.8750000000146
59,0.0,32791,62925,2691.041666666682
60,0.0,34166,61522,2813.8333333333535
61,0.0,27217,68551,2238.0208333333208
62,0.0,33008,62708,2712.8125000000173
63,0.0,37078,58590,3052.4791666667047
64,0.0,31427,64297,2590.3750000000023
65,0.0,43082,52434,3554.8541666667247
66,0.0,30503,65233,2506.1249999999977
67,0.0,37642,58030,3102.8333333333694
68,0.0,37961,57703,3127.6875000000387
69,0.0,36514,59150,3022.5625000000305
70,0.0,37214,58454,3063.708333333357
71,0.0,31539,64189,2592.666666666672
72,0.0,32329,63387,2658.145833333336
73,0.0,26909,68855,2212.895833333315
74,0.0,31545,64075,2591.8333333333367
75,0.0,38049,57607,3147.354166666717
76,0.0,40344,55300,3319.666666666712
77,0.0,31522,64134,2585.7083333333385
78,0.0,26164,69604,2155.8958333333126
79,0.0,26636,69128,2187.8124999999773
80,0.0,31330,64390,2578.5625000000086
81,0.0,36479,59201,3009.0625000000314
82,0.0,24574,71206,2033.8958333333057
83,0.0,32980,62740,2709.9166666666815
84,0.0,37616,58056,3095.3541666667047
85,0.0,34850,60842,2870.250000000022
86,0.0,28010,67718,2300.520833333322
87,0.0,30034,65702,2468.1874999999955
88,0.0,34242,61426,2814.416666666684
89,0.0,36353,59319,2997.3750000000255
90,0.0,26610,69158,2188.020833333317
91,0.0,33454,62246,2755.437500000018
92,0.0,35799,59873,2962.333333333359
93,0.0,31431,64249,2582.0208333333376
94,0.0,31984,63744,2630.2708333333417
95,0.0,38846,56758,3196.0000000000464
96,0.0,38710,56946,3191.2500000000505
97,0.0,34869,60819,2874.8541666666943
98,0.0,42954,52666,3540.7500000000614
99,0.0,34629,60979,2853.875000000026
