episode,total_reward,cache_hits,cache_misses,soft_hits
0,0.0,77138,18030,6416.1666666665105
1,0.0,78709,16475,6545.333333333178
2,0.0,71191,23993,5923.333333333198
3,0.0,79128,16056,6580.249999999845
4,0.0,72240,22944,6010.749999999875
5,0.0,76189,18995,6336.333333333207
6,0.0,75821,19363,6306.9166666665615
7,0.0,73772,21396,6137.416666666526
8,0.0,75810,19374,6305.749999999845
9,0.0,77216,17968,6422.166666666503
10,0.0,76720,18464,6381.083333333154
11,0.0,75076,20108,6245.333333333188
12,0.0,75226,19958,6257.583333333163
13,0.0,74446,20738,6193.0833333331475
14,0.0,75700,19484,6296.083333333185
15,0.0,77710,17474,6462.333333333168
16,0.0,78718,16466,6546.583333333149
17,0.0,76478,18706,6360.416666666491
18,0.0,73736,21448,6133.916666666547
19,0.0,74670,20514,6210.999999999857
20,0.0,76849,18319,6390.833333333161
21,0.0,74928,20256,6232.499999999886
22,0.0,73724,21460,6132.916666666543
23,0.0,75073,20111,6243.833333333215
24,0.0,78089,17095,6494.166666666526
25,0.0,72101,23083,5999.166666666572
26,0.0,74998,20186,6239.33333333319
27,0.0,77350,17834,6432.833333333194
28,0.0,75980,19204,6319.91666666654
29,0.0,76162,19022,6334.583333333172
30,0.0,76122,19062,6330.7499999998445
31,0.0,77777,17407,6468.666666666496
32,0.0,72103,23081,5999.083333333193
33,0.0,71693,23491,5964.91666666656
34,0.0,76896,18288,6395.749999999862
35,0.0,71560,23624,5954.083333333226
36,0.0,77383,17801,6436.583333333166
37,0.0,73742,21426,6134.16666666657
38,0.0,76966,18218,6401.083333333192
39,0.0,72735,22449,6051.499999999875
40,0.0,75287,19897,6262.416666666514
41,0.0,75795,19389,6304.4999999998545
42,0.0,78166,17018,6500.8333333331875
43,0.0,74883,20301,6229.99999999985
44,0.0,76994,18190,6403.916666666528
45,0.0,78239,16945,6506.666666666498
46,0.0,76110,19074,6330.749999999858
47,0.0,74095,21089,6164.333333333194
48,0.0,75410,19774,6272.166666666501
49,0.0,78492,16692,6527.249999999832
50,0.0,73330,21854,6100.833333333215
51,0.0,73695,21489,6130.499999999867
52,0.0,74981,20203,6237.4166666665515
53,0.0,73252,21916,6094.083333333216
54,0.0,74135,21049,6166.916666666532
55,0.0,70164,25020,5837.999999999888
56,0.0,75337,19847,6266.333333333164
57,0.0,76012,19156,6322.333333333176
58,0.0,78257,16927,6508.1666666664905
59,0.0,77506,17678,6446.083333333174
60,0.0,76673,18511,6376.666666666517
61,0.0,76737,18447,6382.4999999998345
62,0.0,74420,20764,6191.166666666535
63,0.0,80293,14891,6676.833333333171
64,0.0,73647,21537,6126.749999999859
65,0.0,77953,17231,6482.833333333177
66,0.0,73644,21540,6126.499999999885
67,0.0,79020,16164,6571.24999999985
68,0.0,79171,16013,6584.583333333181
69,0.0,75325,19859,6265.583333333202
70,0.0,77903,17265,6479.416666666498
71,0.0,75763,19421,6302.083333333195
72,0.0,72137,23047,6002.166666666547
73,0.0,75508,19676,6280.583333333193
74,0.0,76588,18596,6369.833333333192
75,0.0,77313,17871,6429.749999999842
76,0.0,75773,19411,6302.916666666527
77,0.0,76613,18571,6372.166666666515
78,0.0,76950,18234,6399.999999999852
79,0.0,76467,18717,6360.249999999839
80,0.0,78801,16383,6552.749999999847
81,0.0,71195,23989,5924.416666666535
82,0.0,71717,23467,5967.916666666552
83,0.0,78332,16836,6514.666666666522
84,0.0,76137,19047,6332.749999999852
85,0.0,74787,20397,6220.749999999896
86,0.0,75052,20132,6243.333333333211
87,0.0,76435,18749,6356.833333333131
88,0.0,76150,19034,6333.583333333171
89,0.0,77808,17376,6470.999999999837
90,0.0,75518,19666,6281.666666666519
91,0.0,74177,21007,6171.416666666538
92,0.0,76972,18212,6401.583333333196
93,0.0,72839,22345,6060.416666666536
94,0.0,78146,17038,6499.166666666501
95,0.0,74567,20617,6202.66666666651
96,0.0,73384,21800,6105.0833333332275
97,0.0,75992,19192,6320.416666666531
98,0.0,75287,19897,6261.916666666522
99,0.0,78069,17115,6492.249999999817
