episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,0.0,33691,61537,0.0,0.05
1,0.0,33373,61847,0.0,0.05
2,0.0,35018,60218,0.0,0.05
3,0.0,31068,64148,0.0,0.05
4,0.0,33029,62199,0.0,0.05
5,0.0,34333,60903,0.0,0.05
6,0.0,31620,63588,0.0,0.05
7,0.0,33824,61424,0.0,0.05
8,0.0,32146,63090,0.0,0.05
9,0.0,33677,61543,0.0,0.05
10,0.0,32121,63111,0.0,0.05
11,0.0,34337,60915,0.0,0.05
12,0.0,36380,58860,0.0,0.05
13,0.0,36415,58865,0.0,0.05
14,0.0,32178,63050,0.0,0.05
15,0.0,35580,59632,0.0,0.05
16,0.0,31421,63791,0.0,0.05
17,0.0,34337,60911,0.0,0.05
18,0.0,32989,62243,0.0,0.05
19,0.0,36381,58859,0.0,0.05
20,0.0,35467,59813,0.0,0.05
21,0.0,33725,61511,0.0,0.05
22,0.0,35281,59959,0.0,0.05
23,0.0,33930,61298,0.0,0.05
24,0.0,32247,62989,0.0,0.05
25,0.0,34099,61105,0.0,0.05
26,0.0,33436,61808,0.0,0.05
27,0.0,33800,61424,0.0,0.05
28,0.0,34384,60860,0.0,0.05
29,0.0,34921,60311,0.0,0.05
30,0.0,33647,61589,0.0,0.05
31,0.0,33049,62155,0.0,0.05
32,0.0,33025,62191,0.0,0.05
33,0.0,34806,60438,0.0,0.05
34,0.0,35864,59372,0.0,0.05
35,0.0,36464,58788,0.0,0.05
36,0.0,36185,59043,0.0,0.05
37,0.0,33666,61570,0.0,0.05
38,0.0,32454,62758,0.0,0.05
39,0.0,33758,61454,0.0,0.05
40,0.0,32867,62381,0.0,0.05
41,0.0,31705,63491,0.0,0.05
42,0.0,30590,64634,0.0,0.05
43,0.0,35340,59892,0.0,0.05
44,0.0,32729,62459,0.0,0.05
45,0.0,32253,62971,0.0,0.05
46,0.0,34167,61065,0.0,0.05
47,0.0,31641,63567,0.0,0.05
48,0.0,33396,61840,0.0,0.05
49,0.0,32042,63174,0.0,0.05
50,0.0,33348,61868,0.0,0.05
51,0.0,36237,58995,0.0,0.05
52,0.0,32422,62810,0.0,0.05
53,0.0,34051,61209,0.0,0.05
54,0.0,32891,62345,0.0,0.05
55,0.0,32439,62777,0.0,0.05
56,0.0,37259,57997,0.0,0.05
57,0.0,27576,67636,0.0,0.05
58,0.0,33484,61752,0.0,0.05
59,0.0,35814,59430,0.0,0.05
60,0.0,31851,63365,0.0,0.05
61,0.0,33337,61891,0.0,0.05
62,0.0,36345,58891,0.0,0.05
63,0.0,33217,62035,0.0,0.05
64,0.0,35545,59683,0.0,0.05
65,0.0,38603,56645,0.0,0.05
66,0.0,33431,61785,0.0,0.05
67,0.0,31659,63585,0.0,0.05
68,0.0,31873,63379,0.0,0.05
69,0.0,32311,62933,0.0,0.05
70,0.0,32544,62672,0.0,0.05
71,0.0,33871,61345,0.0,0.05
72,0.0,34389,60851,0.0,0.05
73,0.0,34164,61080,0.0,0.05
74,0.0,34450,60810,0.0,0.05
75,0.0,34664,60592,0.0,0.05
76,0.0,34841,60391,0.0,0.05
77,0.0,34011,61233,0.0,0.05
78,0.0,35515,59709,0.0,0.05
79,0.0,31780,63432,0.0,0.05
80,0.0,30969,64235,0.0,0.05
81,0.0,33914,61306,0.0,0.05
82,0.0,31414,63818,0.0,0.05
83,0.0,33130,62098,0.0,0.05
84,0.0,34970,60254,0.0,0.05
85,0.0,34396,60840,0.0,0.05
86,0.0,35240,59984,0.0,0.05
87,0.0,32894,62314,0.0,0.05
88,0.0,34708,60528,0.0,0.05
89,0.0,31364,63864,0.0,0.05
90,0.0,36882,58358,0.0,0.05
91,0.0,36498,58758,0.0,0.05
92,0.0,32593,62635,0.0,0.05
93,0.0,34109,61131,0.0,0.05
94,0.0,32579,62657,0.0,0.05
95,0.0,32685,62559,0.0,0.05
96,0.0,30598,64614,0.0,0.05
97,0.0,34559,60645,0.0,0.05
98,0.0,34072,61152,0.0,0.05
99,0.0,36364,58876,0.0,0.05
