episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon,lr
0,143766.53,76320,92752,0.0,0.98,0.0009839297
1,142621.35,75659,92165,0.0,0.9604,0.0009681177
2,141367.01,75590,91482,0.0,0.9412,0.0009528456
3,137879.79,73898,97542,0.0,0.9224,0.0009369707
4,153313.66,81491,85789,0.0,0.9039,0.0009230203
5,141223.86,74633,80823,0.0,0.8858,0.0009099144
6,125756.86,67391,91441,0.0,0.8681,0.0008956501
7,134572.53,72039,84969,0.0,0.8508,0.0008824914
8,140859.6,75024,83408,0.0,0.8337,0.0008697870
9,143505.15,76424,92760,0.0,0.8171,0.0008558948
10,127160.44,68363,85525,0.0,0.8007,0.0008432359
11,160586.87,84959,85713,0.0,0.7847,0.0008305150
12,154852.86,82109,96883,0.0,0.769,0.0008165149
13,147119.17,78333,88627,0.0,0.7536,0.0008041167
14,144764.21,77022,85650,0.0,0.7386,0.0007921443
15,136127.55,73468,84548,0.0,0.7238,0.0007807406
16,122369.76,66510,90946,0.0,0.7093,0.0007685780
17,147940.97,78648,88840,0.0,0.6951,0.0007566807
18,143936.53,77142,86298,0.0,0.6812,0.0007454146
19,135011.68,72315,84533,0.0,0.6676,0.0007344632
20,150970.95,81007,84481,0.0,0.6543,0.0007236003
21,146626.06,78333,90003,0.0,0.6412,0.0007122567
22,147947.2,78718,86066,0.0,0.6283,0.0007015117
23,148540.75,79426,86174,0.0,0.6158,0.0006910670
24,161175.9,85753,87847,0.0,0.6035,0.0006803695
25,145425.75,77951,78401,0.0,0.5914,0.0006710444
26,154083.51,82487,79449,0.0,0.5796,0.0006617148
27,149955.75,80229,91787,0.0,0.568,0.0006512111
28,144292.49,77334,88666,0.0,0.5566,0.0006412588
29,144200.1,77829,85307,0.0,0.5455,0.0006317744
30,148125.24,79203,85245,0.0,0.5346,0.0006224302
31,149136.59,79516,91492,0.0,0.5239,0.0006126727
32,140422.23,74868,80812,0.0,0.5134,0.0006039733
33,145658.3,78900,86140,0.0,0.5031,0.0005950404
34,147676.51,79427,85581,0.0,0.4931,0.0005861810
