episode,total_reward,cache_hits,cache_misses,soft_hits
75,0.0,77654,17666,6408.604166666508
76,0.0,82269,12939,6795.562499999778
77,0.0,83074,12186,6860.312499999753
78,0.0,82186,13090,6785.770833333116
79,0.0,77651,17665,6411.437499999844
80,0.0,82672,12600,6827.604166666453
81,0.0,84506,10746,6980.68749999974
82,0.0,81872,13408,6759.270833333155
83,0.0,78055,17209,6441.854166666487
84,0.0,80026,15270,6605.1249999997835
85,0.0,80181,15115,6618.437499999809
86,0.0,80152,15064,6620.041666666455
87,0.0,78659,16641,6492.520833333144
88,0.0,82367,12909,6801.6666666664605
89,0.0,82766,12402,6835.895833333094
90,0.0,77239,18085,6375.6458333331375
91,0.0,78548,16656,6486.416666666481
92,0.0,75443,19897,6226.624999999828
93,0.0,81820,13440,6757.916666666454
94,0.0,83872,11384,6936.270833333098
95,0.0,80285,15015,6628.499999999782
96,0.0,83011,12257,6855.541666666444
97,0.0,79845,15391,6592.770833333158
98,0.0,79187,16117,6534.9791666664805
99,0.0,79993,15299,6604.416666666501
