episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,560522.5,50182,36198,0.0,0.9704869503929601
1,556900.0,47961,37907,0.0,0.9418449208830277
2,558110.0,45272,39796,0.0,0.9140482050108684
3,571130.0,44208,40632,0.0,0.8870718549931568
4,582545.0,47427,38201,0.0,0.8608916593317348
5,558587.5,46801,38659,0.0,0.8354841210835904
6,523420.0,48640,37244,0.0,0.8108264367721563
7,544600.0,48770,37198,0.0,0.7868964759210002
8,532835.0,49247,36833,0.0,0.7636727611915388
9,570797.5,45973,39291,0.0,0.7411344491069478
10,556005.0,48756,37160,0.0,0.7192613113449683
11,547305.0,48216,37572,0.0,0.6980337165828197
12,549860.0,49741,36391,0.0,0.6774326128779244
13,565240.0,42676,41612,0.0,0.6574395105686316
14,532347.5,50540,35768,0.0,0.6380364656795915
15,576002.5,44787,39957,0.0,0.6192060638168893
16,574385.0,46312,38920,0.0,0.6009314045384815
17,511312.5,50930,35526,0.0,0.5831960861859091
18,549810.0,46668,38620,0.0,0.5659841911636728
19,548297.5,49835,36217,0.0,0.5492802716530589
20,536310.0,49444,36628,0.0,0.5330693357475939
21,560897.5,49026,36850,0.0,0.5173368339976833
22,562120.0,46318,38798,0.0,0.5020686463523607
23,547852.5,46252,38872,0.0,0.4872510694864241
24,561367.5,46474,38706,0.0,0.472870804501588
25,566587.5,49337,36567,0.0,0.45891494499061175
26,547222.5,47512,37860,0.0,0.4453709654536918
27,551030.0,43171,41029,0.0,0.43222671005672175
28,554685.0,49673,36259,0.0,0.41947038172133005
29,526712.5,46925,38331,0.0,0.40709053153690444
30,566607.5,43868,40512,0.0,0.39507604848509953
31,519997.5,49216,36628,0.0,0.3834161494676055
32,532212.5,47094,38138,0.0,0.3721003696282278
33,523042.5,46483,38701,0.0,0.36111855296059203
34,537230.0,46421,38739,0.0,0.3504608431930436
35,533667.5,46624,38480,0.0,0.3401176749425623
36,501377.5,53422,33554,0.0,0.33007976512975135
37,520357.5,46832,38276,0.0,0.3203381046471969
38,517547.5,45803,39125,0.0,0.31088395027371907
39,520295.0,48851,36777,0.0,0.30170881682725825
40,559182.5,47892,37468,0.0,0.2928044695493541
41,525177.5,49985,35947,0.0,0.284162916714381
42,553465.0,46612,38444,0.0,0.2757764024569083
43,562977.5,47230,37902,0.0,0.2676373998107466
44,477685.0,54587,32605,0.0,0.25973860395343285
45,505330.0,45273,39375,0.0,0.2520729256500919
46,530785.0,45187,39445,0.0,0.244633484890789
47,549610.0,44295,40129,0.0,0.2374136047156641
48,483437.5,47622,37714,0.0,0.23040680522230456
49,483800.0,48954,36722,0.0,0.2236067977499791
50,510637.5,44449,39947,0.0,0.2170074792355126
51,486240.0,46258,38614,0.0,0.21060292673573625
52,501365.0,44822,39658,0.0,0.20438739211159668
53,481015.0,46790,38302,0.0,0.1983552968691536
54,527357.5,45103,39541,0.0,0.19250122715283513
55,486925.0,44254,40090,0.0,0.18681992888645743
56,478610.0,47170,37874,0.0,0.18130630305764775
57,467800.0,46718,38294,0.0,0.17595540114143837
58,455010.0,46812,38144,0.0,0.1707624206589245
59,490867.5,42713,41167,0.0,0.16572270086699945
60,496280.0,43331,40741,0.0,0.16083171857529904
61,446177.5,44774,39646,0.0,0.15608508408660077
62,437290.0,48504,36888,0.0,0.15147853725703392
63,471167.5,44409,39883,0.0,0.14700794367256523
64,476825.0,45081,39355,0.0,0.1426692909383279
65,458977.5,46204,38616,0.0,0.1384586850774638
66,473397.5,45461,39147,0.0,0.1343723470362471
67,452507.5,41968,41632,0.0,0.13040660929235195
68,444645.0,45745,38903,0.0,0.1265579125632209
69,439042.5,41779,41769,0.0,0.12282280261157914
70,438575.0,42455,41309,0.0,0.11919792714522794
71,416332.5,42128,41588,0.0,0.1156800328083345
72,414195.0,43263,40701,0.0,0.11226596226151811
73,443887.5,42915,41037,0.0,0.10895265134811186
74,455317.5,41227,42157,0.0,0.1057371263440565
75,425447.5,40430,42774,0.0,0.10261650128895852
76,449520.0,42238,41494,0.0,0.09958797539591661
77,404930.0,43744,40360,0.0,0.09664883053779226
78,398422.5,42695,41065,0.0,0.093796428807668
79,343610.0,41609,41983,0.0,0.0910282101513041
80,417235.0,43690,40310,0.0,0.08834169006946861
81,414790.0,44893,39491,0.0,0.08573445738807864
82,415637.5,42383,41353,0.0,0.08320417209415162
83,389437.5,40330,42806,0.0,0.08074856323562424
84,355235.0,41172,42156,0.0,0.07836542688315407
85,403105.0,41789,41775,0.0,0.07605262415207469
86,352422.5,38418,44206,0.0,0.07380807928272894
87,381635.0,38996,43812,0.0,0.07162977777745742
88,353185.0,38713,44035,0.0,0.06951576459257007
89,328490.0,39375,43517,0.0,0.06746414238367823
90,337545.0,34816,46912,0.0,0.06547306980281233
91,391272.5,38679,44077,0.0,0.06354075984579674
92,381995.0,41007,42369,0.0,0.06166547824839873
93,356882.5,36113,45959,0.0,0.059845541929811896
94,300477.5,42739,41049,0.0,0.05807931748207717
95,364255.0,38695,44005,0.0,0.0563652197040856
96,358337.5,37871,44637,0.0,0.05470171017884722
