episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,0.0,87904,6888,0.0,0.7411344491069477
1,0.0,87566,7366,0.0,0.5492802716530588
2,0.0,87973,6907,0.0,0.40709053153690433
3,0.0,87041,7659,0.0,0.3017088168272581
4,0.0,86546,8050,0.0,0.2236067977499789
5,0.0,86621,8099,0.0,0.16572270086699928
6,0.0,87208,7536,0.0,0.12282280261157899
7,0.0,85754,8678,0.0,0.09102821015130397
8,0.0,86826,7850,0.0,0.06746414238367814
9,0.0,86217,8271,0.0,0.05
episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,6102.5,92095,3889,0.0,0.7411344491069477
1,6305.0,91931,4053,0.0,0.5492802716530588
2,6330.0,91723,4245,0.0,0.40709053153690433
3,6487.5,91416,4568,0.0,0.3017088168272581
4,6480.0,91497,4487,0.0,0.2236067977499789
5,6670.0,91732,4252,0.0,0.16572270086699928
6,6570.0,92312,3672,0.0,0.12282280261157899
7,6742.5,92001,3983,0.0,0.09102821015130397
8,6557.5,91117,4867,0.0,0.06746414238367814
9,6582.5,91762,4222,0.0,0.05
