episode,total_reward,cache_hits,cache_misses,epsilon
111,11131.540818931244,114956,5920,0.3244455298634257
112,11157.62772769575,114551,6339,0.3212010745647914
113,11577.18105728014,115429,5491,0.3179890638191435
114,11673.081047131516,115536,5202,0.31480917318095203
115,11050.904241324466,114544,6257,0.3116610814491425
116,10508.246689768452,114015,6852,0.30854447063465107
117,11343.921115144773,114748,6017,0.30545902592830454
118,10828.26969270342,113832,6878,0.3024044356690215
119,11609.346389181594,115400,5441,0.29938039131233124
120,10838.80338661984,114107,6721,0.2963865873992079
121,11827.816656423105,115324,5458,0.29342272152521587
122,11685.83815274026,115480,5359,0.2904884943099637
123,11803.772673255398,115476,5445,0.28758360936686406
124,11008.337507953194,115284,5535,0.2847077732731954
125,12234.25884727341,115709,5182,0.28186069554046345
126,11864.723074800155,115655,5138,0.2790420885850588
127,12296.727486139478,116045,4782,0.2762516676992082
128,11815.874115014214,115603,5308,0.27348915102221616
129,11644.382346939472,115995,4779,0.270754259511994
130,12048.504928239247,115811,5023,0.26804671691687404
131,11825.141002079803,116038,4868,0.2653662497477053
132,11233.983247822434,114875,5906,0.2627125872502282
133,11675.637386004199,115552,5005,0.2600854613777259
134,12436.141514304352,116186,4749,0.2574846067639487
135,11929.195569990614,115854,5033,0.2549097606963092
136,11657.168254577791,115597,5226,0.2523606630893461
137,11113.033062643495,114947,5704,0.24983705645845267
138,12106.957628695389,115743,5039,0.24733868589386815
139,11621.671255823287,116030,4741,0.24486529903492946
140,11005.16990471762,114157,6741,0.24241664604458016
141,11605.833843532082,115986,4842,0.23999247958413436
142,10951.575083817324,113245,7526,0.23759255478829303
143,12219.130176210594,116375,4569,0.2352166292404101
144,12138.772659366638,116416,4387,0.232864462948006
145,12117.313466050331,116197,4656,0.23053581831852593
146,11013.39852625599,113535,7038,0.22823046013534068
147,12000.315396379296,115611,5067,0.22594815553398728
148,12122.26047378963,116353,4564,0.22368867397864742
149,12125.55219195655,116350,4363,0.22145178723886094
150,11591.903932321407,115966,4793,0.21923726936647234
151,10942.387424665943,114323,6520,0.2170448966728076
152,12557.347331591249,116191,4571,0.21487444770607952
153,10533.902923462425,114047,6847,0.21272570322901874
154,11929.16529324032,116243,4543,0.21059844619672854
155,11808.980348461691,115738,5096,0.20849246173476127
156,12326.236503464828,116662,4165,0.20640753711741366
157,12354.310597106905,116518,4389,0.20434346174623952
158,11879.823950419128,115940,4919,0.20230002712877712
159,12450.53196330064,116582,4223,0.20027702685748935
160,12598.058487640195,117139,3872,0.19827425658891445
161,12105.623194099942,116624,4428,0.1962915140230253
162,12266.759368225657,116696,4060,0.19432859888279505
163,12201.59157867627,116518,4346,0.1923853128939671
164,10166.778867001613,113293,7542,0.19046145976502743
165,11805.632948268147,115372,5610,0.18855684516737714
166,11687.04498828574,115940,4871,0.18667127671570335
167,12041.729414568972,115795,5102,0.18480456394854633
168,10061.839273012793,113038,7538,0.18295651830906087
169,10738.942787573793,114374,6576,0.18112695312597027
170,12222.778802922554,116283,4565,0.17931568359471056
171,10280.438565091235,114012,6942,0.17752252675876345
172,12426.082746680004,116439,4442,0.17574730149117582
173,10978.824523005436,114540,6216,0.17398982847626407
174,12283.826387529392,116941,4086,0.17224993019150142
175,11028.370370458211,114565,6219,0.1705274308895864
176,11756.396192690598,115895,5001,0.16882215658069055
177,12724.841494317892,116989,3936,0.16713393501488363
178,12419.87946888465,116805,3959,0.16546259566473479
179,11931.084050435526,116105,4705,0.16380796970808745
180,12268.99539215508,116863,3962,0.16216989001100657
181,13066.760446547087,117260,3532,0.1605481911108965
182,12574.842557546544,117064,3767,0.15894270919978754
183,12080.896455199692,116568,4188,0.15735328210778965
184,11200.352540635375,114353,6352,0.15577974928671176
185,12459.66479497539,116397,4241,0.15422195179384465
186,12221.364436814018,116969,3940,0.1526797322759062
187,12181.13477542086,117099,3746,0.15115293495314713
188,12850.304519756908,117005,3856,0.14964140560361566
189,12766.069170252029,116750,4066,0.1481449915475795
190,9764.516476965286,112164,8710,0.1466635416321037
191,11434.431678144205,115358,5465,0.14519690621578268
192,12496.357820991923,117297,3559,0.14374493715362485
193,11229.377351665426,115454,5421,0.1423074877820886
194,12344.169486477082,116623,4170,0.1408844129042677
195,11821.62132767084,116369,4412,0.13947556877522502
196,12257.09583655597,116686,4095,0.13808081308747278
197,11262.695633415035,114831,5948,0.13670000495659804
198,11541.015501727981,115803,5106,0.13533300490703207
199,11776.544400232153,116027,4808,0.13397967485796175
