episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,1206950.0,81560,12828,0.0,0.05
1,1052992.5,82259,12129,0.0,0.05
2,1239430.0,81146,13242,0.0,0.05
3,1197547.5,81403,12985,0.0,0.05
4,1341077.5,80505,13883,0.0,0.05
5,1387377.5,80397,13991,0.0,0.05
6,1433180.0,80186,14202,0.0,0.05
7,1246885.0,81251,13137,0.0,0.05
8,1372587.5,80674,13714,0.0,0.05
9,1335987.5,80718,13670,0.0,0.05
10,1144117.5,81613,12763,0.0,0.05
11,1342377.5,80715,13673,0.0,0.05
12,1365590.0,80561,13827,0.0,0.05
13,1068935.0,82546,11842,0.0,0.05
14,1206940.0,81466,12922,0.0,0.05
15,1262910.0,81115,13273,0.0,0.05
16,1172090.0,81828,12560,0.0,0.05
17,1257277.5,81008,13380,0.0,0.05
18,1084662.5,82147,12241,0.0,0.05
19,1255610.0,81112,13276,0.0,0.05
20,1292387.5,80957,13431,0.0,0.05
21,1230760.0,81229,13159,0.0,0.05
22,1258087.5,80882,13506,0.0,0.05
23,1081007.5,82263,12125,0.0,0.05
24,1288955.0,80796,13592,0.0,0.05
25,1368530.0,80825,13547,0.0,0.05
26,1221152.5,81308,13080,0.0,0.05
27,1202322.5,81552,12836,0.0,0.05
28,1341232.5,80880,13508,0.0,0.05
29,1227542.5,81454,12934,0.0,0.05
30,1289790.0,81052,13336,0.0,0.05
31,1159347.5,81971,12417,0.0,0.05
32,1313047.5,81075,13313,0.0,0.05
33,1173905.0,81530,12858,0.0,0.05
34,1083590.0,82269,12119,0.0,0.05
35,1231657.5,81448,12940,0.0,0.05
36,1317110.0,81035,13353,0.0,0.05
37,1125367.5,82113,12275,0.0,0.05
38,1297987.5,81183,13205,0.0,0.05
39,1237852.5,81204,13184,0.0,0.05
40,1338912.5,80742,13646,0.0,0.05
41,1265052.5,80985,13387,0.0,0.05
42,1370685.0,80590,13798,0.0,0.05
43,1162210.0,81589,12799,0.0,0.05
44,1221677.5,81180,13208,0.0,0.05
45,1119985.0,81953,12435,0.0,0.05
46,1308692.5,80955,13433,0.0,0.05
47,1197345.0,81608,12780,0.0,0.05
48,1129557.5,82058,12330,0.0,0.05
49,1187342.5,81265,13123,0.0,0.05
50,1187335.0,81763,12625,0.0,0.05
51,1295030.0,80962,13426,0.0,0.05
52,1312560.0,80611,13777,0.0,0.05
53,1213767.5,81487,12901,0.0,0.05
54,1388477.5,80389,13999,0.0,0.05
55,1346245.0,81266,13122,0.0,0.05
56,1370450.0,80445,13943,0.0,0.05
57,1253730.0,80967,13421,0.0,0.05
58,1164935.0,81800,12588,0.0,0.05
59,1270575.0,81153,13235,0.0,0.05
60,1218940.0,81311,13077,0.0,0.05
61,1372335.0,80708,13680,0.0,0.05
62,1246100.0,81241,13147,0.0,0.05
63,1242630.0,81393,12995,0.0,0.05
64,1379392.5,80445,13943,0.0,0.05
65,1239430.0,81202,13186,0.0,0.05
66,1265237.5,81033,13355,0.0,0.05
67,1167000.0,81784,12604,0.0,0.05
68,1197622.5,81712,12676,0.0,0.05
69,1300252.5,80992,13368,0.0,0.05
70,1288010.0,80987,13401,0.0,0.05
71,1290317.5,80983,13405,0.0,0.05
72,1323472.5,81044,13344,0.0,0.05
73,1357695.0,80490,13898,0.0,0.05
74,1238765.0,81203,13185,0.0,0.05
75,1265242.5,81277,13111,0.0,0.05
76,1173810.0,81680,12708,0.0,0.05
77,1246177.5,81192,13196,0.0,0.05
78,1308945.0,81083,13305,0.0,0.05
79,1367722.5,80565,13823,0.0,0.05
80,1180782.5,81511,12877,0.0,0.05
81,1209752.5,81583,12805,0.0,0.05
82,1271480.0,81257,13131,0.0,0.05
83,1272795.0,81031,13357,0.0,0.05
84,1430427.5,80133,14255,0.0,0.05
85,1307535.0,80882,13506,0.0,0.05
86,1281115.0,81326,13062,0.0,0.05
87,1293995.0,80956,13432,0.0,0.05
88,1275740.0,81316,13072,0.0,0.05
89,1311572.5,80755,13633,0.0,0.05
90,1447415.0,79943,14445,0.0,0.05
91,1217860.0,81296,13092,0.0,0.05
92,1181080.0,81739,12649,0.0,0.05
