episode,total_reward,cache_hits,cache_misses,enhanced_layer_cache_hits,enhanced_layer_cache_misses,base_layer_cache_hits,base_layer_cache_misses,epsilon
72,-594.222822887919,92846,28077,10528,14395,82318,13682,0.4801414565714212
73,4707.200052121886,104348,16408,12468,12288,91880,4120,0.475340042005707
74,3831.0322734262163,102234,18617,13788,11063,88446,7554,0.47058664158564995
75,684.210347473155,95775,25024,10592,14207,85183,10817,0.4658807751697934
76,4250.905398595621,103236,17611,9434,15413,93802,2198,0.4612219674180955
77,1731.0823197604311,97603,23176,11735,13044,85868,10132,0.45660974774391455
78,2425.770200860833,99497,21288,9605,15180,89892,6108,0.4520436502664754
79,1741.332957684844,98091,22757,10074,14774,88017,7983,0.44752321376381066
80,-55.932412250301525,93933,26908,9966,14875,83967,12033,0.44304798162617254
81,1197.0559007528263,96687,24070,10258,14499,86429,9571,0.4386175018099108
82,3276.6596152280663,101132,19996,9928,15200,91204,4796,0.4342313267918117
83,1818.714757576723,98248,22625,10054,14819,88194,7806,0.4298890135238936
84,3546.4606774219587,101824,19046,11627,13243,90197,5803,0.42559012338865465
85,2382.3598653769955,99212,21566,10443,14335,88769,7231,0.4213342221547681
86,-458.42199266314435,93143,27810,9696,15257,83447,12553,0.41712087993322045
87,1722.5788417234362,98073,22771,9702,15142,88371,7629,0.41294967113388825
88,435.8094239025939,95372,25483,10004,14851,85368,10632,0.40882017442254937
89,2918.7500704964286,100512,20184,10127,14569,90385,5615,0.4047319726783239
90,-1819.514361228857,90633,30208,10473,14368,80160,15840,0.40068465295154065
91,66.58393340053917,94036,26555,11041,13550,82995,13005,0.39667780642202527
92,909.6802965134892,96370,24676,11064,13982,85306,10694,0.392711028357805
93,1428.8890803112206,96870,23987,9851,15006,87019,8981,0.38878391807422696
94,-788.0105262121431,92854,28141,8993,16002,83861,12139,0.3848960788934847
95,1148.0797152789594,96635,24117,8886,15866,87749,8251,0.38104711810454983
96,219.63538456055008,94398,26419,8689,16128,85709,10291,0.37723664692350434
97,3020.3456595645353,100979,19895,9812,15062,91167,4833,0.37346428045426927
98,-913.84895521254,92350,28432,8883,15899,83467,12533,0.36972963764972655
99,131.75457399288302,94806,26255,9899,15162,84907,11093,0.36603234127322926
100,3392.2807026017313,101809,18979,10688,14100,91121,4879,0.36237201786049694
101,1162.017535908184,96879,24003,11460,13422,85419,10581,0.358748297681892
102,2651.77295077858,100010,20914,11141,13783,88869,7131,0.35516081470507305
103,-1287.106143179231,91510,29338,10484,14364,81026,14974,0.3516092065580223
104,-2563.7894625319773,88640,32108,10508,14240,78132,17868,0.34809311449244207
105,1501.398528441347,97269,23750,10969,14050,86300,9700,0.34461218334751764
106,-2739.426408922607,88601,32256,9507,15350,79094,16906,0.34116606151404244
107,-2167.692563764103,89695,31203,8344,16554,81351,14649,0.337754400898902
108,4357.886056521744,103541,17483,9264,15760,94277,1723,0.334376856889913
109,3930.035330077923,102567,18115,12473,12209,90094,5906,0.33103308832101386
110,-4155.24701053212,85564,35231,10672,14123,74892,21108,0.3277227574378037
111,3206.0943614606185,100753,20064,16630,8187,84123,11877,0.3244455298634257
112,2831.4849144818877,100637,20301,11105,13833,89532,6468,0.3212010745647914
113,1607.6368600478907,97673,23159,10723,14109,86950,9050,0.3179890638191435
114,1022.3087454946395,96556,24304,8832,16028,87724,8276,0.31480917318095203
115,-734.6518772576236,92365,28442,9201,15606,83164,12836,0.3116610814491425
116,-3644.4177558409506,85920,34983,9712,15191,76208,19792,0.30854447063465107
117,1653.0451812537267,97713,23043,8879,15877,88834,7166,0.30545902592830454
118,3099.5282902768727,101229,19925,10328,14826,90901,5099,0.3024044356690215
119,-148.66445183300502,94478,26442,11704,13216,82774,13226,0.29938039131233124
120,-56.393312592985865,94222,26661,9934,14949,84288,11712,0.2963865873992079
121,1696.3881838974512,97831,23069,9321,15579,88510,7490,0.29342272152521587
122,743.5630228653287,95968,24777,10405,14340,85563,10437,0.2904884943099637
123,270.2007750293236,94970,25978,10526,14422,84444,11556,0.28758360936686406
124,1742.2849428869301,97297,23406,11572,13131,85725,10275,0.2847077732731954
125,2455.36965193902,98831,21902,11092,13641,87739,8261,0.28186069554046345
126,92.21265446547237,94459,26309,11989,12779,82470,13530,0.2790420885850588
127,3155.1672648571425,101024,19796,11615,13205,89409,6591,0.2762516676992082
128,1655.2138946111252,98156,22641,10514,14283,87642,8358,0.27348915102221616
129,1308.896512031285,97232,23574,9388,15418,87844,8156,0.270754259511994
130,916.949222531916,96643,24286,7912,17017,88731,7269,0.26804671691687404
131,270.7718296464797,94736,26166,7911,16991,86825,9175,0.2653662497477053
132,2631.426671526745,99731,21107,9986,14852,89745,6255,0.2627125872502282
133,2432.5984691480808,99407,21371,10913,13865,88494,7506,0.2600854613777259
134,2688.1435355250705,99974,20947,11307,13614,88667,7333,0.2574846067639487
135,1736.0080915971787,98151,22628,13067,11712,85084,10916,0.2549097606963092
136,-1903.9523599676816,90412,30456,10649,14219,79763,16237,0.2523606630893461
137,-393.3456079253413,93364,27597,10597,14364,82767,13233,0.24983705645845267
138,905.4497609779502,95931,24756,10624,14063,85307,10693,0.24733868589386815
139,-117.72217855844181,93952,26860,9149,15663,84803,11197,0.24486529903492946
140,2152.0836504659414,99076,21806,9579,15303,89497,6503,0.24241664604458016
141,3667.316601142461,102217,18689,9193,15713,93024,2976,0.23999247958413436
142,1526.5401978270831,97788,23143,13397,11534,84391,11609,0.23759255478829303
143,-378.2652312313328,93550,27381,11760,13171,81790,14210,0.2352166292404101
144,605.3802891672278,96127,24725,11178,13674,84949,11051,0.232864462948006
145,2941.806143014911,100638,20165,10758,14045,89880,6120,0.23053581831852593
146,2732.071312704376,100405,20513,8935,15983,91470,4530,0.22823046013534068
147,2693.597220442072,99862,20779,9357,15284,90505,5495,0.22594815553398728
148,-285.13483612258256,94002,26892,8486,16408,85516,10484,0.22368867397864742
149,2246.5117853799757,99113,21717,8838,15992,90275,5725,0.22145178723886094
150,541.7509767396923,95580,25161,9311,15430,86269,9731,0.21923726936647234
151,2625.8589569892683,99980,20793,10584,14189,89396,6604,0.2170448966728076
152,-120.25219601727234,93438,27381,10740,14079,82698,13302,0.21487444770607952
153,816.0462947600078,96320,24728,8786,16262,87534,8466,0.21272570322901874
154,2664.6154861434534,100310,20569,8415,16464,91895,4105,0.21059844619672854
155,1188.7053570163037,96853,23916,8364,16405,88489,7511,0.20849246173476127
156,1881.5316250952462,98667,22169,8994,15842,89673,6327,0.20640753711741366
157,-496.2936842600317,93418,27506,7825,17099,85593,10407,0.20434346174623952
158,2179.538040655748,98879,21978,8053,16804,90826,5174,0.20230002712877712
159,3036.288969444248,100762,20130,11645,13247,89117,6883,0.20027702685748935
160,424.49554280525894,94965,25876,10269,14572,84696,11304,0.19827425658891445
161,1773.8478401189282,98141,22696,8028,16809,90113,5887,0.1962915140230253
162,4246.347468833706,103599,17464,11656,13407,91943,4057,0.19432859888279505
163,3586.5670782928446,101842,19058,11542,13358,90300,5700,0.1923853128939671
164,2153.4994949560923,98920,21852,9430,15342,89490,6510,0.19046145976502743
165,2791.6056725376084,100625,20283,9576,15332,91049,4951,0.18855684516737714
166,2541.789249456978,99539,21190,11823,12906,87716,8284,0.18667127671570335
167,2081.0004584798407,98686,22318,10966,14038,87720,8280,0.18480456394854633
168,2734.9711163103193,100508,20290,10083,14715,90425,5575,0.18295651830906087
169,3960.774543136541,102716,18146,10448,14414,92268,3732,0.18112695312597027
170,2206.094374314029,98911,21889,9904,14896,89007,6993,0.17931568359471056
171,1523.25775424035,97471,23381,12372,12480,85099,10901,0.17752252675876345
172,2834.2397991286466,100559,20197,9280,15476,91279,4721,0.17574730149117582
173,940.8712452253269,96524,24246,7811,16959,88713,7287,0.17398982847626407
174,1272.5059909102724,97166,23620,8201,16585,88965,7035,0.17224993019150142
175,1643.3679312827758,97832,22940,8195,16577,89637,6363,0.1705274308895864
176,3075.2021752831747,100692,20175,11569,13298,89123,6877,0.16882215658069055
177,2569.3942577087314,99653,21152,11194,13611,88459,7541,0.16713393501488363
178,-1340.5597607035372,90787,29963,10558,14192,80229,15771,0.16546259566473479
179,270.23180238064003,95150,25723,10152,14721,84998,11002,0.16380796970808745
180,-963.0901528921347,92296,28505,7370,17431,84926,11074,0.16216989001100657
181,1829.4705789598195,98357,22375,9255,15477,89102,6898,0.1605481911108965
182,2191.810345523244,98857,22007,8507,16357,90350,5650,0.15894270919978754
183,1071.4328960807045,96952,23860,7988,16824,88964,7036,0.15735328210778965
184,3090.913367277121,100766,20210,10257,14719,90509,5491,0.15577974928671176
185,1990.7804789280342,98413,22493,10864,14042,87549,8451,0.15422195179384465
186,2066.750385804097,99036,21928,9761,15203,89275,6725,0.1526797322759062
187,-648.8672078116556,93171,27708,9708,15171,83463,12537,0.15115293495314713
188,-3207.3634715300127,87654,33077,9315,15416,78339,17661,0.14964140560361566
189,3378.5767245414886,101770,19040,7092,17718,94678,1322,0.1481449915475795
190,376.4334315824247,95251,25660,8275,16636,86976,9024,0.1466635416321037
191,2222.922505204784,99137,21650,7251,17536,91886,4114,0.14519690621578268
192,185.4570217130422,95122,25578,7573,17127,87549,8451,0.14374493715362485
193,24.553089785774514,94410,26392,6710,18092,87700,8300,0.1423074877820886
194,2661.4612181802395,99626,21017,10086,14557,89540,6460,0.1408844129042677
195,2961.235451540299,100684,20232,11625,13291,89059,6941,0.13947556877522502
196,1408.7269495158046,97451,23346,9856,14941,87595,8405,0.13808081308747278
197,3058.7323527787366,100677,20095,13708,11064,86969,9031,0.13670000495659804
198,1402.014420112171,97249,23658,9671,15236,87578,8422,0.13533300490703207
199,2721.787569456875,100386,20522,8703,16205,91683,4317,0.13397967485796175
