episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,0.0,28900,66048,0.0,0.05
1,0.0,38589,56267,0.0,0.05
2,0.0,36630,58242,0.0,0.05
3,0.0,31511,63413,0.0,0.05
4,0.0,37187,57685,0.0,0.05
5,0.0,37165,57707,0.0,0.05
6,0.0,37847,57001,0.0,0.05
7,0.0,34808,60088,0.0,0.05
8,0.0,33863,61041,0.0,0.05
9,0.0,44021,50791,0.0,0.05
10,0.0,33725,61163,0.0,0.05
11,0.0,33322,61590,0.0,0.05
12,0.0,33294,61614,0.0,0.05
13,0.0,40837,53999,0.0,0.05
14,0.0,43844,50968,0.0,0.05
15,0.0,35437,59435,0.0,0.05
16,0.0,32373,62531,0.0,0.05
17,0.0,38571,56293,0.0,0.05
18,0.0,42000,52832,0.0,0.05
19,0.0,31405,63507,0.0,0.05
20,0.0,29425,65511,0.0,0.05
21,0.0,40619,54225,0.0,0.05
22,0.0,37091,57781,0.0,0.05
23,0.0,37189,57679,0.0,0.05
24,0.0,30207,64733,0.0,0.05
25,0.0,29487,65457,0.0,0.05
26,0.0,39407,55449,0.0,0.05
27,0.0,39753,55099,0.0,0.05
28,0.0,38811,56041,0.0,0.05
29,0.0,32410,62502,0.0,0.05
30,0.0,30679,64257,0.0,0.05
31,0.0,39486,55366,0.0,0.05
32,0.0,38291,56569,0.0,0.05
33,0.0,35348,59540,0.0,0.05
34,0.0,32138,62778,0.0,0.05
35,0.0,30943,63981,0.0,0.05
36,0.0,49569,45191,0.0,0.05
37,0.0,29550,65386,0.0,0.05
38,0.0,41487,53345,0.0,0.05
39,0.0,35136,59756,0.0,0.05
40,0.0,42629,52191,0.0,0.05
41,0.0,39086,55766,0.0,0.05
42,0.0,35579,59301,0.0,0.05
43,0.0,41483,53349,0.0,0.05
44,0.0,25063,69921,0.0,0.05
45,0.0,32997,61915,0.0,0.05
46,0.0,31409,63511,0.0,0.05
47,0.0,38635,56221,0.0,0.05
48,0.0,38086,56774,0.0,0.05
49,0.0,36925,57943,0.0,0.05
50,0.0,32773,62123,0.0,0.05
51,0.0,33124,61788,0.0,0.05
52,0.0,28695,66249,0.0,0.05
53,0.0,37517,57347,0.0,0.05
54,0.0,36011,58869,0.0,0.05
55,0.0,41060,53780,0.0,0.05
56,0.0,38404,56456,0.0,0.05
57,0.0,40191,54653,0.0,0.05
58,0.0,32675,62233,0.0,0.05
59,0.0,34848,60048,0.0,0.05
60,0.0,32826,62066,0.0,0.05
61,0.0,40609,54231,0.0,0.05
62,0.0,38501,56351,0.0,0.05
63,0.0,36700,58176,0.0,0.05
64,0.0,29185,65759,0.0,0.05
65,0.0,38028,56836,0.0,0.05
66,0.0,33828,61076,0.0,0.05
67,0.0,42015,52813,0.0,0.05
68,0.0,29526,65418,0.0,0.05
69,0.0,30160,64776,0.0,0.05
70,0.0,29495,65449,0.0,0.05
71,0.0,39119,55729,0.0,0.05
72,0.0,31423,63501,0.0,0.05
73,0.0,40513,54331,0.0,0.05
74,0.0,31775,63141,0.0,0.05
75,0.0,34978,59914,0.0,0.05
76,0.0,40105,54739,0.0,0.05
77,0.0,36322,58562,0.0,0.05
78,0.0,38329,56535,0.0,0.05
79,0.0,37975,56869,0.0,0.05
80,0.0,30156,64776,0.0,0.05
81,0.0,36172,58704,0.0,0.05
82,0.0,35137,59747,0.0,0.05
83,0.0,33941,60963,0.0,0.05
84,0.0,28638,66314,0.0,0.05
85,0.0,32887,62025,0.0,0.05
86,0.0,33849,61059,0.0,0.05
87,0.0,25073,69907,0.0,0.05
88,0.0,28251,66701,0.0,0.05
89,0.0,41117,53711,0.0,0.05
90,0.0,42438,52378,0.0,0.05
91,0.0,35516,59372,0.0,0.05
92,0.0,37810,57054,0.0,0.05
93,0.0,45785,49003,0.0,0.05
94,0.0,34154,60754,0.0,0.05
95,0.0,41747,53081,0.0,0.05
96,0.0,44595,50205,0.0,0.05
97,0.0,40782,54046,0.0,0.05
98,0.0,35668,59212,0.0,0.05
99,0.0,38882,55978,0.0,0.05

