episode,total_reward,cache_hits,cache_misses,enhanced_layer_cache_hits,enhanced_layer_cache_misses,base_layer_cache_hits,base_layer_cache_misses,average_psnr,epsilon
64,9783.088624184256,114544,6546,18544,6546,96000,0,38.74062068850789,0.3744165026897423
65,10167.602819332784,114704,5973,18704,5973,96000,0,38.701909090123635,0.3688002551493962
66,10028.592729490674,114479,6361,18479,6361,96000,0,38.566818445304705,0.36326825132215523
67,9853.832631075838,114579,6243,18579,6243,96000,0,38.52902596227624,0.3578192275523229
68,10047.120344909365,114680,6197,18680,6197,96000,0,38.7440418185775,0.35245193913903805
69,10252.86749098066,115128,5588,19128,5588,96000,0,38.857387687636006,0.34716516005195247
70,9997.972948920504,115091,5713,19091,5713,96000,0,38.76471922226888,0.34195768265117316
71,10237.020635420044,114659,6213,18659,6213,96000,0,38.53287628362086,0.33682831741140556
72,10102.45207709784,114722,5993,18722,5993,96000,0,38.77505028424072,0.3317758926502345
73,9631.216099081601,114640,6416,18640,6416,96000,0,38.56194541045523,0.32679925426048095
74,10051.570827952939,114783,5956,18783,5956,96000,0,38.77135428953458,0.3218972654465737
75,10103.443938769133,114995,5684,18995,5684,96000,0,38.75505092949185,0.3170688064648751
76,10005.177259382886,114866,6018,18866,6018,96000,0,38.79704255716116,0.312312774367902
77,10171.975616473226,114799,6189,18799,6189,96000,0,38.580390268202244,0.30762808275238346
78,10050.39477095997,114911,6145,18911,6145,96000,0,38.83961768997338,0.3030136615110977
79,10506.878400274496,115212,5575,19212,5575,96000,0,38.79235629728599,0.29846845658843124
80,10015.886515645994,114959,5908,18959,5908,96000,0,38.783139943166375,0.2939914297396048
81,10206.622072951512,114831,6004,18831,6004,96000,0,38.94988355055576,0.28958155829351073
82,10527.996151623169,115458,5221,19458,5221,96000,0,38.864992886219305,0.2852378349191081
83,10572.223121975054,115846,5000,19846,5000,96000,0,38.917127227407285,0.28095926739532145
84,10024.573402640366,115038,5805,19038,5805,96000,0,38.73392251976994,0.2767448783843916
85,10368.67068051948,115479,5418,19479,5418,96000,0,38.83168290235199,0.27259370520862575
86,10512.966048842083,115228,5664,19228,5664,96000,0,38.918926265644146,0.26850479963049634
87,9838.565338272012,115028,5800,19028,5800,96000,0,38.53695954877061,0.26447722763603887
88,10632.99027865702,115395,5508,19395,5508,96000,0,38.899217502241996,0.2605100692214983
89,10837.428587974726,115547,5481,19547,5481,96000,0,38.857683113481684,0.2566024181831758
90,10053.970401680377,115140,5670,19140,5670,96000,0,38.618578596820925,0.2527533819104282
91,10150.379250627406,115457,5417,19457,5417,96000,0,38.814799964965395,0.24896208118177174
92,10138.232633252437,115694,5134,19694,5134,96000,0,38.74230024977553,0.24522764996404517
93,10223.72012898634,115225,5614,19225,5614,96000,0,38.66244739936247,0.2415492352145845
94,10461.047326072528,115594,5248,19594,5248,96000,0,38.8564109740116,0.23792599668636571
95,10062.017096332173,115336,5416,19336,5416,96000,0,38.56007216399753,0.23435710673607021
96,10399.374747423783,115707,5138,19707,5138,96000,0,38.842001720007445,0.23084175013502917
97,10798.151455698693,115484,5222,19484,5222,96000,0,38.79168232722531,0.22737912388300371
98,10460.87891260528,115472,5468,19472,5468,96000,0,38.80677448154478,0.22396843702475866
99,10861.595682697585,115642,5182,19642,5182,96000,0,38.8086308706054,0.22060891046938727
100,10263.945122374627,115706,5229,19706,5229,96000,0,38.68559449270212,0.21729977681234647
101,10303.794552637348,115713,4961,19713,4961,96000,0,38.81689538246112,0.21404028016016127
102,10643.606205668755,115690,5128,19690,5128,96000,0,38.85594099619388,0.21082967595775884
103,10434.71467470006,115936,5032,19936,5032,96000,0,38.878800458664784,0.20766723081839245
104,10566.173279186445,116420,4451,20420,4451,96000,0,38.86379405957993,0.20455222235611656
105,10391.971604499942,115670,5164,19670,5164,96000,0,38.93368677833207,0.2014839390207748
106,10782.787335265119,115770,5041,19770,5041,96000,0,38.937459322207864,0.19846167993546318
107,10168.698020424525,115783,5037,19783,5037,96000,0,38.600715053626324,0.19548475473643123
108,10654.178504857558,115764,5049,19764,5049,96000,0,38.86454239948916,0.19255248341538475
109,10383.85507237958,116173,4720,20173,4720,96000,0,38.7181201930862,0.18966419616415398
110,10647.298740388465,116112,4806,20112,4806,96000,0,38.83750183049777,0.18681923322169167
111,11035.391142403549,116170,4617,20170,4617,96000,0,38.909116609361476,0.1840169447233663
112,10735.764461256886,116185,4603,20185,4603,96000,0,38.85358395806003,0.1812566905525158
113,11125.565341157611,116418,4350,20418,4350,96000,0,39.00373882401314,0.17853784019422808
114,10451.066220688237,115913,4891,19913,4891,96000,0,38.66475550181888,0.17585977259131466
115,10788.694796534415,116167,4810,20167,4810,96000,0,39.02322691732636,0.17322187600244493
116,11179.234016955921,116613,4129,20613,4129,96000,0,39.035740046142024,0.17062354786240824
117,11477.014787707334,116212,4647,20212,4647,96000,0,38.92399451240682,0.16806419464447211
118,11379.881843921614,117082,3706,21082,3706,96000,0,39.02510316938788,0.16554323172480503
119,10782.837556813916,116444,4306,20444,4306,96000,0,38.89485545370072,0.16306008324893295
120,10824.03539333296,116660,4140,20660,4140,96000,0,38.87266157196906,0.16061418200019895
121,11200.71025420223,116482,4431,20482,4431,96000,0,39.00824953979635,0.15820496927019595
122,11212.510027141117,116664,3990,20664,3990,96000,0,38.95806265151293,0.155831894731143
123,10481.981985583538,116571,4133,20571,4133,96000,0,38.84060604638085,0.15349441631017585
124,11274.386131409192,116442,4391,20442,4391,96000,0,38.96148144984725,0.15119200006552322
125,10895.762351297499,116603,4301,20603,4301,96000,0,39.006909509577376,0.14892412006454037
126,11145.033040534414,116773,4024,20773,4024,96000,0,39.11778632070621,0.14669025826357227
127,10835.478600848966,116567,4181,20567,4181,96000,0,38.73664782283116,0.14448990438961867
128,10799.112328237878,116977,3796,20977,3796,96000,0,38.89502222876368,0.1423225558237744
129,10737.160352226614,116286,4664,20286,4664,96000,0,38.81113301423711,0.14018771748641778
130,10882.945195826762,116893,4021,20893,4021,96000,0,38.93833733043352,0.13808490172412152
131,10835.33016051795,116542,4104,20542,4104,96000,0,38.95903914214484,0.1360136281982597
132,11079.308282577314,116938,3963,20938,3963,96000,0,39.00972977177495,0.13397342377528582
133,10885.587814180337,116692,4106,20692,4106,96000,0,38.89622499428573,0.13196382241865653
134,11067.523103161275,116827,4160,20827,4160,96000,0,38.96412423795731,0.12998436508237668
135,10832.127740046055,116395,4646,20395,4646,96000,0,38.84872442647611,0.12803459960614103
136,10665.415988295641,116257,4411,20257,4411,96000,0,38.91204755761077,0.1261140806120489
137,10541.632532931886,116630,4161,20630,4161,96000,0,38.86534308545784,0.12422236940286817
138,11165.743248097919,117283,3628,21283,3628,96000,0,38.97204307250484,0.12235903386182514
139,11242.226570847291,116485,4481,20485,4481,96000,0,39.02532950874,0.12052364835389777
140,11021.175335842132,116948,3893,20948,3893,96000,0,38.945846634479466,0.1187157936285893
141,11027.23073745212,116860,4023,20860,4023,96000,0,38.88799903308998,0.11693505672416046
142,10876.420378401646,116569,4202,20569,4202,96000,0,38.923010645530475,0.11518103087329805
143,11008.258560246555,117297,3402,21297,3402,96000,0,38.971231239099545,0.11345331541019858
144,11545.659477504663,116741,4052,20741,4052,96000,0,39.03654087187741,0.11175151567904561
145,11147.912461156557,116597,4199,20597,4199,96000,0,39.0119111189362,0.11007524294385992
146,11047.398559944884,116354,4562,20354,4562,96000,0,38.929517717663714,0.10842411429970203
147,11377.291439527857,117060,3796,21060,3796,96000,0,39.03551655291925,0.1067977525852065
148,10929.201298617128,116584,4221,20584,4221,96000,0,38.97326761760652,0.10519578629642841
149,11197.740542672997,116976,4018,20976,4018,96000,0,39.02462546822519,0.10361784950198198
150,10930.554852895433,116689,4040,20689,4040,96000,0,38.7774541860033,0.10206358175945225
151,11217.17126813303,117067,3729,21067,3729,96000,0,39.05347438905785,0.10053262803306047
152,10756.051605083238,116799,4021,20799,4021,96000,0,38.92411960363279,0.09902463861256457
153,10867.95616816892,116824,3991,20824,3991,96000,0,38.99900923449875,0.09753926903337609
154,11453.763087836856,116760,4125,20760,4125,96000,0,39.017592609596285,0.09607617999787545
155,11025.27011769191,116956,3953,20956,3953,96000,0,38.916559068855356,0.09463503729790732
156,11310.713085597112,117033,3886,21033,3886,96000,0,39.00706305011389,0.0932155117384387
157,11563.631376057872,117065,3803,21065,3803,96000,0,39.07022757939122,0.09181727906236212
158,10929.740702511514,116645,4167,20645,4167,96000,0,39.069525274853284,0.09044001987642668
159,11758.858815919348,117222,3710,21222,3710,96000,0,39.11230365292865,0.08908341957828028
160,11718.542883752918,117807,3074,21807,3074,96000,0,39.11118691707365,0.08774716828460608
161,11314.827228753658,116710,3922,20710,3922,96000,0,39.11555470297247,0.08643096076033699
162,11299.133628165877,116983,3978,20983,3978,96000,0,39.08003874566231,0.08513449634893193
163,10852.036414872526,116722,4208,20722,4208,96000,0,38.814536499979425,0.08385747890369795
164,11225.62905114041,117102,3737,21102,3737,96000,0,39.04451088761561,0.08259961672014247
165,11032.499640415543,117070,3905,21070,3905,96000,0,39.04812019464697,0.08136062246934034
166,10697.892308369841,116803,4206,20803,4206,96000,0,38.81775655325064,0.08014021313230023
167,11111.912619071793,116678,4245,20678,4245,96000,0,39.01497720434192,0.07893810993531572
168,10927.683377294312,117127,3725,21127,3725,96000,0,38.953913936048586,0.07775403828628598
169,11316.227695020516,116959,3873,20959,3873,96000,0,39.11236258042482,0.07658772771199168
170,11132.93286744317,117075,3930,21075,3930,96000,0,39.00332901257502,0.0754389117963118
171,11293.370333748155,117116,3742,21116,3742,96000,0,39.021967724585416,0.07430732811936713
172,11543.039809660113,117066,3744,21066,3744,96000,0,39.169523338265606,0.07319271819757663
173,11383.666835654445,116927,3989,20927,3989,96000,0,39.07518144879641,0.07209482742461297
174,11339.580265046543,117218,3468,21218,3468,96000,0,39.00584990757649,0.07101340501324377
175,11150.401796358949,117119,3840,21119,3840,96000,0,38.99157515282426,0.06994820393804511
176,11879.103267877705,117081,3652,21081,3652,96000,0,39.09975995893262,0.06889898087897443
177,10502.673936070609,116962,4058,20962,4058,96000,0,38.83328506150324,0.06786549616578981
178,11267.430875293661,117210,3714,21210,3714,96000,0,38.93652679496551,0.06684751372330296
179,11574.16525019305,117220,3522,21220,3522,96000,0,39.04435761816236,0.06584480101745341
180,11158.850843849794,117080,3776,21080,3776,96000,0,39.03277826133313,0.06485712900219161
181,11292.39290808822,117111,3853,21111,3853,96000,0,38.98088341821807,0.06388427206715873
182,11921.678865149317,117250,3557,21250,3557,96000,0,39.09321712769989,0.06292600798615135
183,11148.273172653708,116993,3779,20993,3779,96000,0,39.014480693961374,0.06198211786635908
184,11029.593389608744,116493,4397,20493,4397,96000,0,38.981638428733504,0.06105238609836369
185,11661.426162770862,117364,3448,21364,3448,96000,0,39.106015331204205,0.060136600306888235
186,10950.607596506019,117239,3575,21239,3575,96000,0,38.992164453261765,0.05923455130228491
187,11699.53912347653,117294,3539,21294,3539,96000,0,39.13230362989304,0.058346033032750634
188,11437.834427468244,116785,3988,20785,3988,96000,0,39.09850983575188,0.05747084253725938
189,11571.89348571666,117260,3404,21260,3404,96000,0,39.12206095368276,0.05660877989920048
190,11202.584562525366,117244,3558,21244,3558,96000,0,38.996888496144045,0.055759648200712476
191,10930.048955671818,116666,4279,20666,4279,96000,0,38.782226118108476,0.054923253477701786
192,10991.652117399784,117230,3588,21230,3588,96000,0,39.022109865368755,0.054099404675536256
193,11194.562307327831,117155,3744,21155,3744,96000,0,38.95713551005967,0.05328791360540321
194,11243.724986808098,117308,3449,21308,3449,96000,0,38.903352335981005,0.05248859490132216
195,11561.179632352369,116879,3905,20879,3905,96000,0,39.00978761090161,0.05170126597780233
196,10962.954690619894,117054,3695,21054,3695,96000,0,38.91835467668604,0.05092574698813529
197,11210.491206882307,117351,3447,21351,3447,96000,0,39.01399172374974,0.05016186078331326
198,11165.36625207905,117032,3772,21032,3772,96000,0,39.06198540522694,0.05
199,10841.099752962611,117191,3851,21191,3851,96000,0,39.00131232453095,0.05
