episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon,lr
0,1453805.0,39228,56756,0.0,0.9901,0.0009426789
1,1596247.5,43385,52599,0.0,0.9802,0.0008886436
2,1422622.5,38964,57020,0.0,0.9705,0.0008377056
3,1448997.5,39500,56484,0.0,0.9608,0.0007896874
4,1520730.0,40902,55082,0.0,0.9513,0.0007444217
5,1588320.0,43110,52874,0.0,0.9418,0.0007017507
6,1571785.0,42500,53484,0.0,0.9325,0.0006615256
7,1445430.0,39198,56786,0.0,0.9232,0.0006236062
8,1489830.0,41002,54982,0.0,0.914,0.0005878605
9,1528152.5,41951,54033,0.0,0.905,0.0005541637
10,1412667.5,38456,57528,0.0,0.896,0.0005223984
11,1534020.0,41601,54383,0.0,0.8871,0.0004924540
12,1452735.0,39677,56307,0.0,0.8783,0.0004642260
13,1517117.5,40688,55296,0.0,0.8695,0.0004376161
14,1507747.5,40637,55347,0.0,0.8609,0.0004125315
15,1468977.5,40013,55971,0.0,0.8523,0.0003888847
16,1457400.0,39296,56688,0.0,0.8439,0.0003665934
17,1510857.5,41018,54966,0.0,0.8355,0.0003455799
18,1471977.5,40045,55939,0.0,0.8272,0.0003257709
19,1485660.0,40061,55923,0.0,0.819,0.0003070974
20,1389810.0,38224,57760,0.0,0.8108,0.0002894942
21,1485952.5,40616,55368,0.0,0.8028,0.0002729001
22,1460437.5,39913,56071,0.0,0.7948,0.0002572572
23,1416555.0,38561,57423,0.0,0.7869,0.0002425109
24,1458765.0,39501,56483,0.0,0.7791,0.0002286100
25,1499610.0,40266,55718,0.0,0.7713,0.0002155058
26,1309125.0,35785,60199,0.0,0.7637,0.0002031528
27,1376657.5,37497,58487,0.0,0.7561,0.0001915078
28,1425412.5,38761,57223,0.0,0.7486,0.0001805304
29,1473047.5,39824,56160,0.0,0.7411,0.0001701822
30,1354080.0,37056,58928,0.0,0.7338,0.0001604272
31,1373032.5,37858,58126,0.0,0.7265,0.0001512313
32,1467992.5,40147,55837,0.0,0.7193,0.0001425626
33,1536790.0,41939,54045,0.0,0.7121,0.0001343908
34,1540712.5,41626,54358,0.0,0.705,0.0001266873
35,1503645.0,40526,55458,0.0,0.698,0.0001194255
36,1471785.0,39855,56129,0.0,0.6911,0.0001125799
37,1425397.5,39380,56604,0.0,0.6842,0.0001061267
38,1421435.0,38357,57627,0.0,0.6774,0.0001000434
39,1261690.0,34605,61379,0.0,0.6707,0.0000943088
40,1450432.5,39546,56438,0.0,0.664,0.0000889029
41,1508617.5,41235,54749,0.0,0.6574,0.0000838069
42,1596487.5,43039,52945,0.0,0.6509,0.0000790030
43,1412355.0,38904,57080,0.0,0.6444,0.0000744745
44,1409320.0,38224,57760,0.0,0.638,0.0000702055
