episode,total_reward,cache_hits,cache_misses,soft_hits
0,0.0,85607,9577,7107.916666666548
1,0.0,85374,9794,7087.749999999848
2,0.0,85520,9664,7100.416666666531
3,0.0,85128,10056,7066.499999999845
4,0.0,85516,9668,7099.083333333223
5,0.0,85486,9698,7096.333333333184
6,0.0,86145,9039,7152.2499999998445
7,0.0,85393,9791,7089.833333333184
8,0.0,85487,9697,7096.666666666521
9,0.0,86283,8901,7164.749999999845
10,0.0,85324,9860,7082.8333333331975
11,0.0,85636,9548,7109.583333333158
12,0.0,86076,9108,7144.749999999856
13,0.0,85249,9935,7075.5833333331875
14,0.0,86169,9015,7154.49999999985
15,0.0,85081,10103,7064.583333333213
16,0.0,85094,10090,7065.416666666573
17,0.0,85538,9646,7102.416666666518
18,0.0,84962,10222,7051.916666666555
19,0.0,85304,9880,7080.91666666651
20,0.0,86026,9158,7142.0833333331575
21,0.0,85776,9408,7120.749999999851
22,0.0,85723,9461,7116.083333333187
23,0.0,85693,9491,7113.833333333151
24,0.0,86073,9111,7146.9999999998545
25,0.0,85201,9983,7074.083333333169
26,0.0,85459,9725,7094.833333333184
27,0.0,85541,9643,7102.16666666653
28,0.0,85901,9283,7132.666666666535
29,0.0,85828,9356,7128.333333333175
30,0.0,85919,9265,7136.666666666523
31,0.0,86313,8871,7167.249999999848
32,0.0,85933,9251,7135.083333333191
33,0.0,85370,9814,7086.916666666511
34,0.0,85130,10054,7066.916666666534
35,0.0,85283,9901,7081.666666666541
36,0.0,85015,10169,7056.83333333318
37,0.0,85348,9836,7089.083333333159
38,0.0,85390,9794,7089.083333333174
39,0.0,85532,9652,7103.166666666563
40,0.0,85348,9836,7085.333333333174
41,0.0,86128,9056,7152.333333333176
42,0.0,85279,9905,7079.3333333332075
43,0.0,85842,9342,7129.249999999851
44,0.0,85381,9803,7087.583333333219
45,0.0,85778,9406,7121.666666666542
46,0.0,85147,10021,7069.333333333154
47,0.0,85754,9430,7121.916666666515
48,0.0,85478,9706,7097.666666666514
49,0.0,85575,9609,7107.499999999811
50,0.0,85787,9397,7123.166666666486
51,0.0,85439,9745,7094.416666666518
52,0.0,85602,9582,7108.749999999863
53,0.0,85444,9740,7095.08333333318
54,0.0,85482,9702,7095.749999999868
55,0.0,85767,9417,7120.999999999868
56,0.0,85374,9810,7088.999999999847
57,0.0,85535,9649,7103.1666666665005
58,0.0,85965,9219,7139.24999999986
59,0.0,85941,9243,7135.7499999998445
60,0.0,85511,9673,7100.666666666506
61,0.0,85496,9688,7096.916666666536
62,0.0,85449,9735,7093.499999999859
63,0.0,85820,9364,7124.916666666547
64,0.0,85376,9808,7088.166666666525
65,0.0,85377,9807,7088.249999999889
66,0.0,85769,9415,7121.91666666649
67,0.0,85419,9765,7093.7499999998145
68,0.0,85937,9247,7135.166666666527
69,0.0,85549,9635,7104.083333333198
70,0.0,85573,9611,7103.833333333192
71,0.0,84965,10187,7051.666666666556
72,0.0,85498,9686,7099.833333333158
73,0.0,86526,8658,7185.999999999832
74,0.0,86122,9062,7151.083333333126
75,0.0,85516,9668,7102.583333333172
76,0.0,85536,9632,7100.749999999862
77,0.0,85404,9780,7092.499999999829
78,0.0,85672,9512,7113.08333333316
79,0.0,85794,9390,7124.749999999849
80,0.0,86298,8886,7166.999999999859
81,0.0,85316,9868,7083.916666666541
82,0.0,85381,9803,7086.333333333232
83,0.0,85523,9661,7099.916666666483
84,0.0,85467,9717,7094.4999999998645
85,0.0,85881,9303,7133.249999999806
86,0.0,85751,9433,7119.166666666475
87,0.0,85679,9505,7115.1666666664905
88,0.0,85592,9592,7109.416666666523
89,0.0,85498,9686,7097.833333333119
90,0.0,85595,9589,7105.916666666483
91,0.0,85576,9608,7106.333333333174
92,0.0,84938,10246,7049.666666666546
93,0.0,85284,9900,7081.499999999844
94,0.0,85173,9995,7069.9999999999
95,0.0,84483,10701,7010.749999999892
96,0.0,85264,9920,7075.583333333218
97,0.0,85769,9399,7123.666666666527
98,0.0,84937,10247,7049.833333333231
99,0.0,85168,10016,7071.333333333166
