episode,total_reward,cache_hits,cache_misses,enhanced_layer_cache_hits,enhanced_layer_cache_misses,base_layer_cache_hits,base_layer_cache_misses,epsilon
0,5961.066884050352,106593,14274,12543,12324,94050,1950,0.99
1,4693.721023614975,104382,16465,12246,12601,92136,3864,0.9801
2,5440.656474253225,105770,15036,12652,12154,93118,2882,0.9702989999999999
3,5954.378869926387,106674,14123,12586,12211,94088,1912,0.96059601
4,2014.5729135790614,98539,22242,11762,13019,86777,9223,0.9509900498999999
5,5547.461065476781,106052,14879,12655,12276,93397,2603,0.9414801494009999
6,3749.26367314447,102742,18245,12505,12482,90237,5763,0.9320653479069899
7,6282.583918854865,107396,13388,12802,11982,94594,1406,0.92274469442792
