episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,477015.0,60085,28763,0.0,0.9704869503929601
1,489270.0,58975,29637,0.0,0.9418449208830277
2,436070.0,61118,28034,0.0,0.9140482050108684
3,465010.0,60099,28809,0.0,0.8870718549931568
4,477237.5,58337,30043,0.0,0.8608916593317348
5,479917.5,57766,30514,0.0,0.8354841210835904
6,430495.0,61117,27891,0.0,0.8108264367721563
7,489155.0,57835,30385,0.0,0.7868964759210002
8,486745.0,57040,30936,0.0,0.7636727611915388
9,435805.0,61036,28032,0.0,0.7411344491069478
10,498627.5,56402,31358,0.0,0.7192613113449683
11,472837.5,57396,30696,0.0,0.6980337165828197
12,444482.5,58812,29608,0.0,0.6774326128779244
13,491015.0,55122,32346,0.0,0.6574395105686316
14,470770.0,57941,30155,0.0,0.6380364656795915
15,417297.5,61774,27354,0.0,0.6192060638168893
16,431480.0,60953,28043,0.0,0.6009314045384815
17,443190.0,58054,30110,0.0,0.5831960861859091
18,461452.5,59598,28922,0.0,0.5659841911636728
19,459060.0,60761,28123,0.0,0.5492802716530589
20,437150.0,60429,28307,0.0,0.5330693357475939
21,478735.0,57299,30609,0.0,0.5173368339976833
22,461190.0,59321,29075,0.0,0.5020686463523607
23,457820.0,60256,28464,0.0,0.4872510694864241
24,479150.0,56127,31537,0.0,0.472870804501588
25,467497.5,58028,30128,0.0,0.45891494499061175
26,456795.0,60598,28174,0.0,0.4453709654536918
27,406082.5,61676,27308,0.0,0.43222671005672175
28,443647.5,58371,29801,0.0,0.41947038172133005
29,433612.5,60511,28201,0.0,0.40709053153690444
30,444535.0,57632,30292,0.0,0.39507604848509953
31,474650.0,55568,31812,0.0,0.3834161494676055
32,454397.5,57143,30701,0.0,0.3721003696282278
33,463957.5,58676,29508,0.0,0.36111855296059203
34,452295.0,56686,30930,0.0,0.3504608431930436
35,450585.0,56458,31142,0.0,0.3401176749425623
36,445467.5,57054,30638,0.0,0.33007976512975135
37,416127.5,57390,30434,0.0,0.3203381046471969
38,455572.5,55029,32119,0.0,0.31088395027371907
39,392847.5,58140,29948,0.0,0.30170881682725825
40,414995.0,57435,30373,0.0,0.2928044695493541
41,411715.0,58974,29218,0.0,0.284162916714381
42,425732.5,56593,30967,0.0,0.2757764024569083
43,405235.0,57799,30137,0.0,0.2676373998107466
44,384182.5,58684,29484,0.0,0.25973860395343285
45,411210.0,57193,30519,0.0,0.2520729256500919
46,383390.0,57251,30521,0.0,0.244633484890789
47,432260.0,57858,30046,0.0,0.2374136047156641
48,417157.5,57738,30102,0.0,0.23040680522230456
49,359485.0,56466,31042,0.0,0.2236067977499791
50,426640.0,55006,32086,0.0,0.2170074792355126
51,449920.0,52798,33722,0.0,0.21060292673573625
52,361200.0,57313,30431,0.0,0.20438739211159668
53,420952.5,53385,33247,0.0,0.1983552968691536
54,356357.5,59129,29027,0.0,0.19250122715283513
55,368870.0,57343,30433,0.0,0.18681992888645743
56,405980.0,54340,32548,0.0,0.18130630305764775
57,421132.5,50907,35073,0.0,0.17595540114143837
58,347547.5,57563,30257,0.0,0.1707624206589245
59,386737.5,51998,34346,0.0,0.16572270086699945
60,390430.0,53390,33206,0.0,0.16083171857529904
61,400522.5,50614,35310,0.0,0.15608508408660077
62,330685.0,56800,30812,0.0,0.15147853725703392
63,346222.5,55401,31791,0.0,0.14700794367256523
64,392572.5,51645,34583,0.0,0.1426692909383279
65,352127.5,52803,33665,0.0,0.1384586850774638
66,366435.0,51601,34479,0.0,0.1343723470362471
67,378200.0,51649,34399,0.0,0.13040660929235195
68,332155.0,52837,33611,0.0,0.1265579125632209
69,401155.0,49698,35950,0.0,0.12282280261157914
70,380030.0,52607,33765,0.0,0.11919792714522794
71,355902.5,50736,35196,0.0,0.1156800328083345
72,319597.5,52563,33873,0.0,0.11226596226151811
73,383392.5,49125,36351,0.0,0.10895265134811186
74,325287.5,49721,35927,0.0,0.1057371263440565
75,315322.5,50206,35490,0.0,0.10261650128895852
76,328842.5,49725,35943,0.0,0.09958797539591661
77,318745.0,48937,36519,0.0,0.09664883053779226
78,375527.5,45621,38899,0.0,0.093796428807668
79,346655.0,48164,37084,0.0,0.0910282101513041
80,354287.5,47348,37656,0.0,0.08834169006946861
81,331045.0,50995,34961,0.0,0.08573445738807864
82,329872.5,45822,38774,0.0,0.08320417209415162
83,314112.5,46663,38149,0.0,0.08074856323562424
84,256370.0,43912,40156,0.0,0.07836542688315407
85,294660.0,45451,39153,0.0,0.07605262415207469
86,299952.5,46098,38538,0.0,0.07380807928272894
87,372302.5,44395,39833,0.0,0.07162977777745742
88,322242.5,45044,39352,0.0,0.06951576459257007
89,319007.5,42880,40960,0.0,0.06746414238367823
90,320245.0,49800,35976,0.0,0.06547306980281233
91,346152.5,44634,39642,0.0,0.06354075984579674
92,332040.0,42847,40957,0.0,0.06166547824839873
93,329887.5,46506,38326,0.0,0.059845541929811896
94,296027.5,46655,38141,0.0,0.05807931748207717
95,312340.0,42553,41223,0.0,0.0563652197040856
96,253770.0,44504,39768,0.0,0.05470171017884722
97,304957.5,40967,42321,0.0,0.053087295892748985
98,282217.5,44413,39795,0.0,0.051520527895562676
99,228760.0,40634,42542,0.0,0.05000000000000005
episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,848742.5,84979,9333,0.0,0.9704869503929601
1,771045.0,85636,8720,0.0,0.9418449208830277
2,719697.5,85816,8520,0.0,0.9140482050108684
3,754867.5,85648,8696,0.0,0.8870718549931568
4,887802.5,84300,10028,0.0,0.8608916593317348
5,865652.5,84849,9495,0.0,0.8354841210835904
6,700147.5,85817,8515,0.0,0.8108264367721563
7,785897.5,85274,9086,0.0,0.7868964759210002
8,875575.0,84427,9909,0.0,0.7636727611915388
9,731727.5,85643,8681,0.0,0.7411344491069478
10,681020.0,86125,8223,0.0,0.7192613113449683
11,862650.0,84914,9442,0.0,0.6980337165828197
12,817027.5,84919,9397,0.0,0.6774326128779244
13,822275.0,85048,9288,0.0,0.6574395105686316
14,781395.0,85383,8957,0.0,0.6380364656795915
15,839560.0,85021,9339,0.0,0.6192060638168893
16,761457.5,85635,8721,0.0,0.6009314045384815
17,724402.5,85390,8966,0.0,0.5831960861859091
18,904072.5,84589,9775,0.0,0.5659841911636728
19,766240.0,85415,8925,0.0,0.5492802716530589
20,789172.5,85170,9198,0.0,0.5330693357475939
21,925922.5,84364,9988,0.0,0.5173368339976833
22,750047.5,85254,9106,0.0,0.5020686463523607
23,819720.0,85003,9321,0.0,0.4872510694864241
24,854875.0,85074,9270,0.0,0.472870804501588
25,889275.0,84374,9970,0.0,0.45891494499061175
26,902027.5,84404,9924,0.0,0.4453709654536918
27,910440.0,84412,9924,0.0,0.43222671005672175
28,734300.0,85778,8570,0.0,0.41947038172133005
29,877565.0,84493,9863,0.0,0.40709053153690444
30,814207.5,85366,8998,0.0,0.39507604848509953
31,785842.5,85079,9273,0.0,0.3834161494676055
32,791227.5,85352,9024,0.0,0.3721003696282278
33,964802.5,84216,10156,0.0,0.36111855296059203
34,818625.0,85135,9245,0.0,0.3504608431930436
35,950245.0,84070,10302,0.0,0.3401176749425623
36,796155.0,85300,9056,0.0,0.33007976512975135
37,830310.0,84811,9565,0.0,0.3203381046471969
38,957765.0,84294,10062,0.0,0.31088395027371907
39,804745.0,84981,9375,0.0,0.30170881682725825
40,898485.0,84486,9882,0.0,0.2928044695493541
41,922662.5,84140,10224,0.0,0.284162916714381
42,860357.5,84667,9701,0.0,0.2757764024569083
43,772062.5,85094,9274,0.0,0.2676373998107466
44,900617.5,84305,10055,0.0,0.25973860395343285
45,883960.0,84363,9989,0.0,0.2520729256500919
46,839822.5,84812,9564,0.0,0.244633484890789
47,965595.0,83818,10554,0.0,0.2374136047156641
48,970690.0,83650,10710,0.0,0.23040680522230456
49,884645.0,84226,10142,0.0,0.2236067977499791
50,821772.5,84368,10000,0.0,0.2170074792355126
51,1027592.5,83422,10942,0.0,0.21060292673573625
