episode,total_reward,cache_hits,cache_misses,soft_hits
0,0.0,50512,44252,4159.333333333448
1,0.0,57113,37591,4709.416666666711
2,0.0,56614,38090,4667.83333333337
3,0.0,51671,43081,4255.916666666752
4,0.0,52389,42359,4315.75000000007
5,0.0,56780,37928,4681.6666666666915
6,0.0,51670,43082,4255.833333333416
7,0.0,53587,41153,4415.583333333393
8,0.0,50669,44095,4172.416666666754
9,0.0,57726,36974,4760.500000000022
10,0.0,52897,41843,4358.083333333402
11,0.0,53544,41192,4412.000000000071
12,0.0,55721,38991,4593.416666666708
13,0.0,55217,39507,4551.416666666718
14,0.0,54795,39933,4516.250000000055
15,0.0,49377,45395,4064.7500000000946
16,0.0,55104,39620,4542.000000000051
17,0.0,51901,42855,4275.0833333334185
18,0.0,58575,36117,4831.250000000022
19,0.0,54124,40608,4460.333333333392
20,0.0,56043,38665,4620.250000000036
21,0.0,55204,39516,4550.333333333389
22,0.0,51351,43409,4229.250000000086
23,0.0,53546,41194,4412.166666666733
24,0.0,55867,38853,4605.583333333367
25,0.0,53014,41726,4367.8333333334
26,0.0,53319,41421,4393.250000000067
27,0.0,53331,41409,4394.2500000000655
28,0.0,54477,40251,4489.750000000043
29,0.0,56222,38490,4635.166666666721
30,0.0,48571,46197,3997.5833333334294
31,0.0,53085,41659,4373.750000000088
32,0.0,49755,45021,4096.250000000107
33,0.0,59305,35371,4892.083333333351
34,0.0,51779,42977,4264.916666666743
35,0.0,51616,43144,4251.333333333421
36,0.0,53996,40736,4449.666666666734
37,0.0,55587,39137,4582.250000000033
38,0.0,55084,39640,4540.333333333387
39,0.0,48660,46128,4005.0000000000955
40,0.0,56390,38322,4649.166666666719
41,0.0,55171,39549,4547.58333333338
42,0.0,52390,42354,4315.833333333402
43,0.0,55369,39351,4564.083333333381
44,0.0,53129,41611,4377.416666666737
45,0.0,56508,38180,4659.000000000043
46,0.0,56954,37750,4696.166666666701
47,0.0,55396,39320,4566.333333333381
48,0.0,54182,40550,4465.166666666736
49,0.0,49567,45209,4080.583333333431
50,0.0,53463,41277,4405.250000000072
51,0.0,51870,42882,4272.500000000075
52,0.0,52478,42270,4323.166666666728
53,0.0,52913,41831,4359.416666666735
54,0.0,58268,36428,4805.6666666666915
55,0.0,49844,44928,4103.666666666754
56,0.0,50914,43846,4192.833333333432
57,0.0,54643,40085,4503.583333333365
58,0.0,52096,42640,4291.333333333412
59,0.0,55299,39421,4558.25000000006
60,0.0,55942,38770,4611.833333333373
61,0.0,52073,42675,4289.4166666667525
62,0.0,56450,38262,4654.166666666707
63,0.0,52052,42696,4287.666666666744
64,0.0,52722,42022,4343.500000000058
65,0.0,51034,43726,4202.833333333419
66,0.0,51584,43176,4248.666666666752
67,0.0,52115,42637,4292.91666666674
68,0.0,49790,44978,4099.166666666774
69,0.0,53450,41290,4404.166666666721
70,0.0,51820,42928,4268.333333333414
71,0.0,55667,39049,4588.916666666703
72,0.0,54685,40043,4507.083333333379
73,0.0,52636,42108,4336.333333333412
74,0.0,54051,40685,4454.250000000061
75,0.0,52007,42741,4283.9166666667525
76,0.0,52690,42054,4340.833333333397
77,0.0,56357,38339,4646.416666666708
78,0.0,52497,42247,4324.750000000057
79,0.0,53491,41237,4407.583333333397
80,0.0,52225,42523,4302.0833333334
81,0.0,53665,41075,4422.083333333395
82,0.0,47506,47286,3908.83333333341
83,0.0,54390,40338,4482.500000000064
84,0.0,52819,41925,4351.583333333403
85,0.0,50854,43906,4187.833333333421
86,0.0,52177,42571,4298.083333333428
87,0.0,56166,38546,4630.500000000041
88,0.0,54109,40615,4459.083333333395
89,0.0,50538,44226,4161.500000000087
90,0.0,50238,44526,4136.500000000095
91,0.0,51428,43320,4235.666666666749
92,0.0,52114,42638,4292.833333333418
93,0.0,56239,38457,4636.583333333382
94,0.0,55863,38853,4605.250000000051
95,0.0,51888,42860,4274.000000000083
96,0.0,54088,40648,4457.333333333394
97,0.0,50630,44134,4169.166666666756
98,0.0,48656,46124,4004.666666666755
99,0.0,52279,42469,4306.583333333408
