episode,total_reward,cache_hits,cache_misses,soft_hits,epsilon
0,1456380.0,80471,13913,0.0,0.05
1,1512502.5,79980,14400,0.0,0.05
2,1547912.5,79940,14440,0.0,0.05
3,1579765.0,79400,14980,0.0,0.05
4,1465357.5,80103,14277,0.0,0.05
5,1587912.5,79342,15038,0.0,0.05
6,1563762.5,79595,14761,0.0,0.05
7,1477207.5,80129,14251,0.0,0.05
8,1451550.0,80450,13934,0.0,0.05
9,1654547.5,79223,15157,0.0,0.05
10,1560972.5,79625,14755,0.0,0.05
11,1515355.0,79907,14461,0.0,0.05
12,1581015.0,79653,14695,0.0,0.05
13,1537475.0,80126,14254,0.0,0.05
14,1581565.0,79369,15011,0.0,0.05
15,1541962.5,79983,14389,0.0,0.05
16,1508922.5,79761,14615,0.0,0.05
17,1478010.0,80243,14133,0.0,0.05
18,1534220.0,79669,14719,0.0,0.05
19,1475612.5,80366,14014,0.0,0.05
20,1505230.0,80169,14215,0.0,0.05
21,1384675.0,80699,13689,0.0,0.05
22,1486995.0,80017,14335,0.0,0.05
23,1413867.5,80298,14078,0.0,0.05
24,1410220.0,80647,13725,0.0,0.05
25,1567822.5,79756,14624,0.0,0.05
26,1531130.0,79725,14655,0.0,0.05
27,1559827.5,79340,15036,0.0,0.05
28,1629215.0,79464,14912,0.0,0.05
29,1506545.0,80058,14330,0.0,0.05
30,1446232.5,80388,13988,0.0,0.05
31,1579032.5,79418,14962,0.0,0.05
32,1470407.5,80308,14072,0.0,0.05
33,1547042.5,79698,14670,0.0,0.05
34,1398897.5,80487,13901,0.0,0.05
35,1648960.0,79231,15145,0.0,0.05
36,1488327.5,80235,14149,0.0,0.05
37,1495605.0,79713,14667,0.0,0.05
38,1532465.0,79927,14453,0.0,0.05
39,1430347.5,80138,14230,0.0,0.05
40,1567575.0,79597,14791,0.0,0.05
41,1455197.5,80393,13983,0.0,0.05
42,1363502.5,80678,13698,0.0,0.05
43,1543497.5,79434,14950,0.0,0.05
44,1488337.5,79809,14547,0.0,0.05
45,1517180.0,79752,14624,0.0,0.05
46,1474207.5,80271,14109,0.0,0.05
47,1569572.5,79491,14881,0.0,0.05
48,1448512.5,80217,14159,0.0,0.05
49,1573977.5,79557,14823,0.0,0.05
50,1393990.0,80779,13597,0.0,0.05
51,1536975.0,79619,14749,0.0,0.05
52,1449287.5,80055,14325,0.0,0.05
53,1682272.5,78992,15392,0.0,0.05
54,1569140.0,79904,14480,0.0,0.05
55,1585907.5,79574,14798,0.0,0.05
56,1440257.5,80253,14131,0.0,0.05
57,1538077.5,79643,14733,0.0,0.05
58,1552357.5,79820,14552,0.0,0.05
59,1556405.0,79749,14635,0.0,0.05
60,1467337.5,80029,14343,0.0,0.05
61,1460402.5,80300,14084,0.0,0.05
62,1541707.5,79463,14917,0.0,0.05
63,1658682.5,79170,15210,0.0,0.05
64,1532367.5,79828,14552,0.0,0.05
65,1517902.5,80086,14274,0.0,0.05
66,1518637.5,79896,14488,0.0,0.05
67,1576745.0,79499,14889,0.0,0.05
68,1445437.5,80346,14034,0.0,0.05
69,1471350.0,80230,14142,0.0,0.05
70,1506670.0,80286,14090,0.0,0.05
71,1464237.5,79950,14430,0.0,0.05
72,1533300.0,79987,14373,0.0,0.05
73,1511542.5,79721,14663,0.0,0.05
74,1456495.0,80386,13998,0.0,0.05
75,1677745.0,78874,15502,0.0,0.05
76,1496132.5,79989,14383,0.0,0.05
77,1627897.5,79287,15097,0.0,0.05
78,1551492.5,79770,14614,0.0,0.05
79,1611632.5,79644,14724,0.0,0.05
80,1618705.0,79251,15133,0.0,0.05
81,1413780.0,80865,13515,0.0,0.05
82,1482232.5,80009,14355,0.0,0.05
83,1447640.0,80454,13930,0.0,0.05
84,1624927.5,79470,14910,0.0,0.05
85,1517967.5,80005,14375,0.0,0.05
86,1679717.5,79288,15096,0.0,0.05
87,1600027.5,79455,14925,0.0,0.05
88,1444537.5,80428,13952,0.0,0.05
89,1515632.5,79688,14684,0.0,0.05
90,1481122.5,80165,14215,0.0,0.05
91,1450745.0,80165,14211,0.0,0.05
92,1456115.0,80267,14113,0.0,0.05
93,1400602.5,80526,13850,0.0,0.05
94,1504010.0,79851,14533,0.0,0.05
95,1452382.5,80290,14098,0.0,0.05
96,1700862.5,78969,15407,0.0,0.05
97,1489072.5,79863,14513,0.0,0.05
98,1484627.5,79935,14441,0.0,0.05
99,1528575.0,79791,14589,0.0,0.05
